stabbr,agebrk,popgroup,year,cpspop,cpspop_state,cpspit_pc,cpspit_level,wcpop,wcpop_state,wcpit_pc_share,wcpit_level
ID,"(39,44]",pop40_44,2030,95223.99,1706016.625,1916.8597721630335,182531035.775855,126857.07394982668,2008329.119609204,121.07936866246862,243167221.86873385
IL,"(39,44]",pop40_44,2030,825527.565,12615713.62,1998.2315591225959,1649595233.30863,812587.2965934443,12709901.030032199,127.75375486861836,1623737580.5951335
IN,"(39,44]",pop40_44,2030,404251.395,6526698.385,2327.448612994681,940874348.5939149,441001.2511100827,6978253.845427132,147.08661693321585,1026407750.225081
IA,"(39,44]",pop40_44,2030,172042.785,3080441.835,2555.5665987008115,439666794.893465,209674.6180828599,3317412.4775014785,161.5227090999169,535837450.56790596
KS,"(39,44]",pop40_44,2030,166745.88,2870419.86,1534.1708718533555,255816672.097555,185633.62492329295,3011782.484769109,94.55985006689491,284793700.19386715
KY,"(39,44]",pop40_44,2030,278726.17,4398353.07,2520.329466669366,702481779.382895,292531.1370345362,4648189.506144629,158.61548751654868,737274844.5864359
LA,"(39,44]",pop40_44,2030,256641.56,4562088.08,1131.3985830136396,290363897.32641,330591.0082435661,4945783.030040197,75.62608307157808,374030198.2838211
ME,"(39,44]",pop40_44,2030,68632.13,1320428.625,2702.555037455926,185482108.66283,88012.28322465817,1344841.4228721661,176.8669787689959,237858039.38679764
MD,"(39,44]",pop40_44,2030,365733.415,5956997.7,4495.943113243221,1644316628.452175,457450.67285478814,6553547.784352237,313.82577345062373,2056672202.2699623
MA,"(39,44]",pop40_44,2030,409580.74,6796065.885,2705.8539654219826,1108265669.48947,498499.0111690422,7420882.11407776,181.76619779093772,1348865526.13069
MI,"(39,44]",pop40_44,2030,553210.345,9901979.94,2084.404959887527,1153114386.97909,648870.6274932132,10068940.875305695,134.32486802949103,1352509154.2721856
MN,"(39,44]",pop40_44,2030,370945.355,5529119.945,2638.5014523552127,978739857.91192,397473.3799780729,6070551.35624712,172.75763415878907,1048734090.3446807
MS,"(39,44]",pop40_44,2030,186077.085,2949483.545,1372.6742256471557,255423218.56305495,183472.23736822352,3003963.0644783396,83.83845138951885,251847611.35717738
MO,"(39,44]",pop40_44,2030,352589.17,5940267.25,1913.860588994991,674806516.569455,406326.14457546186,6318126.069965167,123.08263332667951,777651594.3812573
MT,"(39,44]",pop40_44,2030,61013.73,1037927.985,1966.21846908032,119966322.79348,80531.24688905248,1163353.1164727476,136.10830858596947,158342024.97132203
NE,"(39,44]",pop40_44,2030,124491.87,1876891.03,1944.7091409146637,242100477.55855998,133331.9396064172,2089840.8770083492,124.07252847865773,259291841.72848144
NV,"(39,44]",pop40_44,2030,178560.385,2965758.475,0,0,215904.37710835383,3591042.509438292,0,0
NH,"(39,44]",pop40_44,2030,69143.56999999999,1326922.185,28.09321140888444,1942464.9295749997,93999.73980235678,1385798.5611408385,1.905583276456699,2640754.562647738
NJ,"(39,44]",pop40_44,2030,575895.625,8937419.165,2170.650265532665,1250067991.32535,624306.0658573154,9363317.335854532,144.7297019868823,1355150127.626835
NM,"(39,44]",pop40_44,2030,113211.1,2044839.84,1137.384132249532,128764508.73451501,131327.94507263415,2132823.1135228896,70.03408763693949,149370320.8465522
NY,"(39,44]",pop40_44,2030,1157427.47,19619362.82,3514.6913311604912,4068000295.2560196,1442944.7769257638,20638066.090743262,245.73550043426792,5071505498.804291
NC,"(39,44]",pop40_44,2030,626050.685,10188697.97,2047.4044356552536,1281778949.41401,703875.7123404522,11673848.679962795,123.44842691591546,1441118255.5958433
ND,"(39,44]",pop40_44,2030,38559.065,746065.9450000001,652.1303405494921,25145536.18972,66892.78650580868,923452.1855918292,47.23884606584168,43622815.64433748
OH,"(39,44]",pop40_44,2030,581795.61,11500300.835,1595.4355250727572,928217384.525375,756994.7807356258,11837405.16462896,102.02712069779321,1207736365.4802797
OK,"(39,44]",pop40_44,2030,197354.26,3874311.235,1526.9534962980783,301350777.31632,268094.8235879384,4253603.739345345,96.2403536630385,409368328.217019
OR,"(39,44]",pop40_44,2030,294681.69,4171007.58,3488.216531405141,1027913542.560405,316418.22693573474,4738074.133314343,232.95019431514393,1103735290.0351334
PA,"(39,44]",pop40_44,2030,678276.42,12578427.3,1750.5852763261914,1187380714.13124,866113.2694354843,12946244.536413312,117.1154409172434,1516205137.1044984
RI,"(39,44]",pop40_44,2030,59737.17,1050492.72,1414.4864198121536,84497415.72300999,71205.37575795842,1068663.0174351365,94.24770520176344,100719037.02725372
SC,"(39,44]",pop40_44,2030,298476.18,4939724.51,1975.6294364312755,589678327.28156,367978.8934599248,5792247.229928171,125.51086047372513,726989933.9048356
SD,"(39,44]",pop40_44,2030,41212.79,863327.735,0,0,62077.89733850225,973360.8640468437,0,0
TN,"(39,44]",pop40_44,2030,371625.875,6690624.365,31.757986992375056,11802089.704279998,469634.60486632376,7395105.848504091,2.0168270715869334,14914649.67251391
TX,"(39,44]",pop40_44,2030,1730393.9,27889064.725,0,0,2198681.858028089,34738481.79264893,0,0
UT,"(39,44]",pop40_44,2030,192317.905,3105260.32,2763.937721579226,531554712.16459006,216400.43102642894,3786962.6692582713,157.941169881429,598117314.2799505
VT,"(39,44]",pop40_44,2030,36274.92,618017.615,2072.544706642909,75181393.429895,41354.13877049774,617968.5114977005,138.6936386108895,85708301.40657139
VA,"(39,44]",pop40_44,2030,499793.51,8218287.79,2617.585999268738,1308252494.30138,615210.9946148541,9331665.543831507,172.57023181296242,1610367686.100037
WA,"(39,44]",pop40_44,2030,426699.28,7367703.84,0,0,601416.1050875799,8746492.864753453,0,0
WV,"(39,44]",pop40_44,2030,108463.515,1806146.25,1956.160055336903,212171995.504435,111728.35356419913,1746576.677428741,125.13538347059594,218558542.29084486
WI,"(39,44]",pop40_44,2030,260754.86,5797453.655,2448.8749595062964,638556047.22357,384247.9976559264,5971616.764439664,157.5746295883284,940975299.7000322
WY,"(39,44]",pop40_44,2030,35996.51,566710.98,0,0,42582.08412825841,605972.0440876507,0,0
AL,"(44,49]",pop45_49,2030,333010.095,4826664.225,1695.0422277904518,564466173.3055099,312075.7758453741,5029832.515944777,105.16883348530652,528981618.3283766
AK,"(44,49]",pop45_49,2030,38293.545,714741.33,0,0,53188.56933659466,792187.7558376383,0,0
AZ,"(44,49]",pop45_49,2030,442637.215,6946384.69,1153.1162930953851,510412184.54686505,429158.58753973723,8238407.360113333,60.06861981720037,494869759.6138731
AR,"(44,49]",pop45_49,2030,185725.72,2939165.475,1997.5080694748415,370988624.40902495,194225.3691098405,3155797.689725273,122.93777365918865,387966742.09363604
CA,"(44,49]",pop45_49,2030,2506043.65,39251639.415,2386.056643928016,5979562101.056115,2560079.3970633154,43751116.13910244,139.61916845560663,6108494454.346153
CO,"(44,49]",pop45_49,2030,369808.675,5523826.185,2330.8309535176936,861961506.5693648,426180.3971028938,6766982.872116279,146.79429224552325,993354461.3498873
CT,"(44,49]",pop45_49,2030,224396.14,3564204.13,2586.6805697816812,580441135.27201,218156.62816515568,3601202.4259101767,156.69808150295032,564301511.2438953
DE,"(44,49]",pop45_49,2030,63641.465,959135.245,2006.6172387595886,127704060.768915,62648.02792668796,1082191.7661196284,116.16297291074362,125710612.8119842
DC,"(44,49]",pop45_49,2030,37650.41,688986.71,4507.515271771011,169709798.06344,69689.61672934717,888891.4952970966,353.3918519339747,314127011.6914009
FL,"(44,49]",pop45_49,2030,1377922.49,20741275.045,0,0,1482971.2349322997,25372664.05942804,0,0
GA,"(44,49]",pop45_49,2030,667508.835,10273789.4,2237.9638896572883,1493860668.757205,691920.6360712905,11835126.133303933,130.83877439031298,1548493398.0362504
HI,"(44,49]",pop45_49,2030,91445.315,1399406.85,3827.7433462633376,350029196.03820497,94371.21914097619,1548830.5735724408,233.22680499032373,361228806.1456309
ID,"(44,49]",pop45_49,2030,99823.65,1706016.625,2779.0578730810785,277415700.45219,124448.48642433589,2008329.119609204,172.2076041290844,345849545.99057436
IL,"(44,49]",pop45_49,2030,794372.945,12615713.62,2351.6546414500685,1868090823.15161,788226.4413266603,12709901.030032199,145.84192000233185,1853636369.259511
IN,"(44,49]",pop45_49,2030,373360.355,6526698.385,2389.0785706710476,891987223.2686349,425594.16044356074,6978253.845427132,145.7066353619027,1016777888.5184466
IA,"(44,49]",pop45_49,2030,163329.77,3080441.835,2901.129431693316,473840802.81869996,211658.671989358,3317412.4775014785,185.0988404203271,614049202.7814481
KS,"(44,49]",pop45_49,2030,165030.09,2870419.86,1744.1677249044096,287840156.61607,185562.77187139986,3011782.484769109,107.46214219607147,323652597.6418955
KY,"(44,49]",pop45_49,2030,283954.72,4398353.07,2302.1306297676265,653700858.37909,291555.20529675373,4648189.506144629,144.39991473982752,671198168.3818454
LA,"(44,49]",pop45_49,2030,262029.6,4562088.08,1880.9547330215173,492865816.311735,338441.11455862457,4945783.030040197,128.71418184168675,636592416.2781224
ME,"(44,49]",pop45_49,2030,95209.145,1320428.625,1392.0754831502265,132538316.52619497,83416.55154901433,1344841.4228721661,86.34634115620774,116122136.3003199
MD,"(44,49]",pop45_49,2030,394993.41,5956997.7,3790.2801041614343,1497135663.19788,417899.27623968397,6553547.784352237,241.69432563789536,1583955312.2747374
MA,"(44,49]",pop45_49,2030,456126.865,6796065.885,3014.674459107588,1375074010.0283148,456184.9307223039,7420882.11407776,185.32150735414356,1375249059.278294
MI,"(44,49]",pop45_49,2030,709648.405,9901979.94,1992.3895765465572,1413896085.1348898,588506.3363992195,10068940.875305695,116.45056862426041,1172533890.3734066
MN,"(44,49]",pop45_49,2030,354024.125,5529119.945,2168.348506764179,767647682.8022451,394297.9881376122,6070551.35624712,140.8398353995421,854975453.7983114
MS,"(44,49]",pop45_49,2030,184694.61,2949483.545,1403.7414541386995,259263480.41297996,189513.67251191178,3003963.0644783396,88.55907763207938,266028198.23103634
MO,"(44,49]",pop45_49,2030,354014.79,5940267.25,2296.4559676117206,812979377.11831,396285.7429362397,6318126.069965167,144.03839827944256,910052759.2453719
MT,"(44,49]",pop45_49,2030,55694.765,1037927.985,1799.3302622298522,100213276.11228,80292.07428581356,1163353.1164727476,124.18581859109675,144471959.07967168
NE,"(44,49]",pop45_49,2030,107278.655,1876891.03,2756.7459337925143,295739995.95397997,133602.2904710046,2089840.8770083492,176.23713606777005,368307571.0013083
NV,"(44,49]",pop45_49,2030,169518.16,2965758.475,0,0,199828.46653234324,3591042.509438292,0,0
NH,"(44,49]",pop45_49,2030,93069.985,1326922.185,23.081578994989627,2148202.21084,83475.61991005209,1385798.5611408385,1.3903529482116275,1926749.1151095962
NJ,"(44,49]",pop45_49,2030,609425.065,8937419.165,2688.3609353457095,1638354537.7665198,578012.2251443559,9363317.335854532,165.95672564466386,1553905486.2303355
NM,"(44,49]",pop45_49,2030,109951.79,2044839.84,1263.6149638346951,138936727.14440998,127503.6016442851,2132823.1135228896,75.54093818610879,161115458.9805367
NY,"(44,49]",pop45_49,2030,1223139.08,19619362.82,3153.631307704893,3857329696.3653603,1330696.5033571222,20638066.090743262,203.33911789936107,4196526154.04045
NC,"(44,49]",pop45_49,2030,713681.855,10188697.97,2193.081171877755,1565162238.91129,670928.6535890953,11673848.679962795,126.04249362809344,1471400997.8595376
ND,"(44,49]",pop45_49,2030,40161.95,746065.9450000001,396.3447462567181,15917977.881924998,65769.02478048453,923452.1855918292,28.227999072271174,26067207.438172944
OH,"(44,49]",pop45_49,2030,763848.27,11500300.835,1568.8369503961694,1198353390.47219,727465.1660603416,11837405.16462896,96.41253440000186,1141274232.6415493
OK,"(44,49]",pop45_49,2030,248062.365,3874311.235,1881.0879541231898,466627126.67280996,272388.531461108,4253603.739345345,120.45945432887342,512386785.37279576
OR,"(44,49]",pop45_49,2030,258302.49,4171007.58,3847.875385783273,993915793.35753,307598.63750609383,4738074.133314343,249.8063965774689,1183601225.96017
PA,"(44,49]",pop45_49,2030,813497.54,12578427.3,1618.1342914389452,1316348265.475225,812323.8741528309,12946244.536413312,101.53130607290313,1314449116.52123
RI,"(44,49]",pop45_49,2030,67755.855,1050492.72,1887.722563075693,127904256.263985,64074.10385989988,1068663.0174351365,113.18266805516153,120954131.56518835
SC,"(44,49]",pop45_49,2030,311342.755,4939724.51,2426.841468094817,755579508.624885,350442.86754659825,5792247.229928171,146.8288989402634,850469283.1601441
SD,"(44,49]",pop45_49,2030,47738.065,863327.735,0,0,63961.2124511511,973360.8640468437,0,0
TN,"(44,49]",pop45_49,2030,426845.165,6690624.365,37.52293019057625,16016481.32848,451264.31593283196,7395105.848504091,2.2897250926666612,16932759.424245797
TX,"(44,49]",pop45_49,2030,1780010.145,27889064.725,0,0,2078876.7148280682,34738481.79264893,0,0
UT,"(44,49]",pop45_49,2030,166656.2,3105260.32,2997.0999843080244,499485294.40483505,222304.7266359244,3786962.6692582713,175.93769754340533,666269492.7121286
VT,"(44,49]",pop45_49,2030,39236.645,618017.615,2914.80247510293,114367069.96073501,38307.800033660365,617968.5114977005,180.68828472059914,111659670.35386135
VA,"(44,49]",pop45_49,2030,601462.1,8218287.79,2243.048162146476,1349108458.00576,593325.9542693313,9331665.543831507,142.61748720273872,1330858691.2776277
WA,"(44,49]",pop45_49,2030,502583.045,7367703.84,0,0,573458.2885897238,8746492.864753453,0,0
WV,"(44,49]",pop45_49,2030,122308.87,1806146.25,2244.114687162632,274475131.537265,112070.37210248117,1746576.677428741,143.99526300855476,251498768.03095928
WI,"(44,49]",pop45_49,2030,317899.34,5797453.655,2301.2044546002044,731551377.322465,383842.5691756316,5971616.764439664,147.9164294855806,883300230.0521506
WY,"(44,49]",pop45_49,2030,31752.97,566710.98,0,0,43500.57707321421,605972.0440876507,0,0
AL,"(49,54]",pop50_54,2030,324059.87,4826664.225,1409.961761914874,456912025.271105,295389.657193435,5029832.515944777,82.80357649834296,416488121.50788623
AK,"(49,54]",pop50_54,2030,40627.07,714741.33,0,0,42556.21022198476,792187.7558376383,0,0
AZ,"(49,54]",pop50_54,2030,433705.305,6946384.69,1072.1291996737855,464988121.54392505,405160.983853002,8238407.360113333,52.72680778817265,434384921.35736257
AR,"(49,54]",pop50_54,2030,199182.52,2939165.475,2411.462080267059,480321094.032035,182757.50720697865,3155797.689725273,139.65179071796862,440712798.5137627
CA,"(49,54]",pop50_54,2030,2514075.9,39251639.415,2785.598402114544,7003205809.834684,2308462.416109787,43751116.13910244,146.97794673881947,6430449217.656902
CO,"(49,54]",pop50_54,2030,354931.195,5523826.185,2157.269849992785,765682365.7954099,373212.861986066,6766982.872116279,118.97781773759216,805120854.7920586
CT,"(49,54]",pop50_54,2030,274261.615,3564204.13,2993.1715632814676,820912066.91765,196973.05926574665,3601202.4259101767,163.71591762931172,589574159.726788
DE,"(49,54]",pop50_54,2030,64646.02,959135.245,2023.957393716736,130840790.15336,57137.83334294786,1082191.7661196284,106.86141206754506,115644540.25541396
DC,"(49,54]",pop50_54,2030,33249.185,688986.71,5811.136919318174,193215566.49074,56802.00662112336,888891.4952970966,371.3436786309226,330084237.7673653
FL,"(49,54]",pop50_54,2030,1436951.43,20741275.045,0,0,1350196.672317087,25372664.05942804,0,0
GA,"(49,54]",pop50_54,2030,723833.27,10273789.4,2140.1076045607783,1549081085.5610952,639190.6258145843,11835126.133303933,115.5827748400918,1367936719.0697548
HI,"(49,54]",pop50_54,2030,80997.02,1399406.85,3224.0322082774774,261137001.25449502,87470.22139926847,1548830.5735724408,182.07724968002356,282006811.0564034
ID,"(49,54]",pop50_54,2030,96502.705,1706016.625,2251.7060178606907,217295721.58833498,111179.42825850529,2008329.119609204,124.65257075030662,250343387.6719873
IL,"(49,54]",pop50_54,2030,892559.75,12615713.62,2295.8300992917057,2049165539.46628,725636.3016521713,12709901.030032199,131.0740074635774,1665937662.4717705
IN,"(49,54]",pop50_54,2030,404171.425,6526698.385,1899.1402756812038,767578231.4969649,397303.49445677723,6978253.845427132,108.12662948427969,754535067.9917495
IA,"(49,54]",pop50_54,2030,190270.38,3080441.835,2609.0365267364264,496422371.37602,192566.45072781973,3317412.4775014785,151.4472219478918,502412903.772872
KS,"(49,54]",pop50_54,2030,151416.365,2870419.86,1847.693358204082,279771011.933905,164511.89448569162,3011782.484769109,100.92612475302515,303967534.78678316
KY,"(49,54]",pop50_54,2030,273276.115,4398353.07,1969.9432748410889,538338444.91895,280358.6541541398,4648189.506144629,118.81844416290495,552290645.2944463
LA,"(49,54]",pop50_54,2030,301887.205,4562088.08,1429.2662457186948,431477192.12086,298853.7442766444,4945783.030040197,86.36480138874647,427141569.10125434
ME,"(49,54]",pop50_54,2030,98117.92,1320428.625,2072.10375467677,203310510.43307495,78804.51095543186,1344841.4228721661,121.420355038944,163291123.03621703
MD,"(49,54]",pop50_54,2030,432048.38,5956997.7,4814.113739499845,2079930042.2866502,365329.68118710356,6553547.784352237,268.3643570661429,1758738637.6499333
MA,"(49,54]",pop50_54,2030,515122.085,6796065.885,3196.2309266825355,1646449139.09419,410341.479744685,7420882.11407776,176.73722717850123,1311546128.0606375
MI,"(49,54]",pop50_54,2030,654072.02,9901979.94,2002.0346415020397,1309474842.077215,560647.1669046391,10068940.875305695,111.47498666477034,1122435049.8030634
MN,"(49,54]",pop50_54,2030,337459.665,5529119.945,2861.6742474663747,965699632.8891299,345179.6747170685,6070551.35624712,162.71862766964853,987791785.886655
MS,"(49,54]",pop50_54,2030,180556.005,2949483.545,1322.3567872360711,238759458.68798,178571.7551535722,3003963.0644783396,78.60801460186752,236135572.43598405
MO,"(49,54]",pop50_54,2030,363388.785,5940267.25,1665.7871166330162,605328356.381925,357493.3691094751,6318126.069965167,94.25387242195032,595507848.5442952
MT,"(49,54]",pop50_54,2030,60894.46,1037927.985,2136.0066030697208,130070968.65036498,70471.26897616342,1163353.1164727476,129.3907187150374,150527095.85978743
NE,"(49,54]",pop50_54,2030,118759.9,1876891.03,2420.2452407359724,287428082.76528,117682.04991555196,2089840.8770083492,136.2876113495745,284819421.2281678
NV,"(49,54]",pop50_54,2030,210590.495,2965758.475,0,0,183903.45888714513,3591042.509438292,0,0
NH,"(49,54]",pop50_54,2030,100935.4,1326922.185,179.07809165352293,18075318.812285,75583.31019585412,1385798.5611408385,9.76715904480884,13535314.950729819
NJ,"(49,54]",pop50_54,2030,598307.44,8937419.165,1850.0123234064415,1106876137.18576,533632.8285917372,9363317.335854532,105.43563500604704,987227309.0689511
NM,"(49,54]",pop50_54,2030,140369.88,2044839.84,1282.1477953859119,179974932.180585,115171.40277488128,2132823.1135228896,69.23535253488905,147666760.15931693
NY,"(49,54]",pop50_54,2030,1249605.345,19619362.82,3537.582069107883,4420581461.93337,1191191.7510623748,20638066.090743262,204.1828222130534,4213938579.427478
NC,"(49,54]",pop50_54,2030,714328.475,10188697.97,2141.012206928815,1529385984.731845,645903.66738916,11673848.679962795,118.46030167873377,1382887636.3802807
ND,"(49,54]",pop50_54,2030,45786.76,746065.9450000001,551.9778383088254,25273276.807964996,56009.6644486926,923452.1855918292,33.47882433888904,30916093.506792013
OH,"(49,54]",pop50_54,2030,815610.61,11500300.835,1255.407567405989,1023923731.8506149,681295.7660114395,11837405.16462896,72.25433685822736,855303860.2924212
OK,"(49,54]",pop50_54,2030,226191.535,3874311.235,1556.9073707363539,352159268.03967,243230.3807754112,4253603.739345345,89.02737439160938,378687172.61624765
OR,"(49,54]",pop50_54,2030,251887.04,4171007.58,3669.8334244296966,924383478.57266,282766.6756661344,4738074.133314343,219.01442832608495,1037706597.6744514
PA,"(49,54]",pop50_54,2030,861692.14,12578427.3,1588.631350905777,1368911148.43309,730298.2654774325,12946244.536413312,89.6147695021818,1160174720.0495594
RI,"(49,54]",pop50_54,2030,73257,1050492.72,1850.222057337524,135541717.25437498,58369.33969029787,1068663.0174351365,101.0573380057766,107996239.76721571
SC,"(49,54]",pop50_54,2030,319828.4,4939724.51,2358.438076185604,754295476.40552,332121.90643220226,5792247.229928171,135.23057959574902,783288950.0650584
SD,"(49,54]",pop50_54,2030,48679.185,863327.735,0,0,57123.37902135885,973360.8640468437,0,0
TN,"(49,54]",pop50_54,2030,425969.455,6690624.365,83.70988696507594,35657854.928625,428239.41152623936,7395105.848504091,4.8475131346637275,35847872.73285213
TX,"(49,54]",pop50_54,2030,1729658.25,27889064.725,0,0,1881615.7622997884,34738481.79264893,0,0
UT,"(49,54]",pop50_54,2030,144589.165,3105260.32,2769.8951633550823,400496828.80705,210491.07572092407,3786962.6692582713,153.95932399909083,583038212.568796
VT,"(49,54]",pop50_54,2030,44796.52,618017.615,1838.5066295271374,82358698.999745,35341.58890303578,617968.5114977005,105.1441040883776,64975745.49625399
VA,"(49,54]",pop50_54,2030,556886.03,8218287.79,2827.052316031307,1574345940.8769798,531523.5168749806,9331665.543831507,161.02643009958817,1502644789.4065194
WA,"(49,54]",pop50_54,2030,409780.455,7367703.84,0,0,503453.39780141664,8746492.864753453,0,0
WV,"(49,54]",pop50_54,2030,129943.93000000001,1806146.25,1932.1675515970235,251073445.072995,112904.46662252146,1746576.677428741,124.90167174312651,218150346.83840516
WI,"(49,54]",pop50_54,2030,448509.26,5797453.655,3112.6383898043596,1396047140.8587449,345006.6487662964,5971616.764439664,179.83085352740125,1073880939.687723
WY,"(49,54]",pop50_54,2030,33193.245,566710.98,0,0,36411.79803402495,605972.0440876507,0,0
AL,"(54,59]",pop55_59,2030,356052.575,4826664.225,1361.9564002985935,484928083.364045,295142.79584651836,5029832.515944777,79.91749596649991,401971619.8051868
AK,"(54,59]",pop55_59,2030,45111.09,714741.33,0,0,37252.3639796929,792187.7558376383,0,0
AZ,"(54,59]",pop55_59,2030,437995.31,6946384.69,1077.3015974059515,471853047.1193149,409639.62963056803,8238407.360113333,53.56683738393368,441305427.3617933
AR,"(54,59]",pop55_59,2030,181292.995,2939165.475,1681.187163712255,304787456.06495,177709.36373801425,3155797.689725273,94.67105643702729,298762701.1878216
CA,"(54,59]",pop55_59,2030,2514316.985,39251639.415,2447.551426595935,6153920123.55114,2223740.913363619,43751116.13910244,124.40186045947424,5442720244.882873
CO,"(54,59]",pop55_59,2030,359979.205,5523826.185,1811.0053901197014,651924280.586005,348080.88568519906,6766982.872116279,93.15471489827988,630376360.1735351
CT,"(54,59]",pop55_59,2030,272312.32,3564204.13,3758.804610307293,1023568803.8594749,196460.99829339195,3601202.4259101767,205.0588716751003,738458506.1307749
DE,"(54,59]",pop55_59,2030,77782.405,959135.245,2609.390818796359,202964693.4709,58334.21539744049,1082191.7661196284,140.65600094664177,152216766.0797704
DC,"(54,59]",pop55_59,2030,31782.285,688986.71,5229.831181265444,166215985.10486498,47153.10968551108,888891.4952970966,277.42734026777106,246602803.32691544
FL,"(54,59]",pop55_59,2030,1449413.455,20741275.045,0,0,1421904.2109647589,25372664.05942804,0,0
GA,"(54,59]",pop55_59,2030,706171.96,10273789.4,2135.790012775734,1508235019.470265,631760.6262055509,11835126.133303933,114.00875839572332,1349308035.9147592
HI,"(54,59]",pop55_59,2030,95288.08,1399406.85,2860.8104660464874,272601136.55347496,84962.76291458374,1548830.5735724408,156.93282759109945,243062361.37026754
ID,"(54,59]",pop55_59,2030,113770.455,1706016.625,2318.6577803841515,263794750.663595,99030.58157212373,2008329.119609204,114.33286816199373,229618028.45817205
IL,"(54,59]",pop55_59,2030,852210.39,12615713.62,2319.279243768437,1976513868.8508048,688258.7063292228,12709901.030032199,125.5921763796959,1596264131.9322824
IN,"(54,59]",pop55_59,2030,476876.715,6526698.385,2420.758370271119,1154403299.423645,385798.1822418031,6978253.845427132,133.83350614412376,933924178.8972274
IA,"(54,59]",pop55_59,2030,221899.96,3080441.835,2080.3917310118936,461638841.8958699,176528.0494345404,3317412.4775014785,110.70299422394119,367247494.3352766
KS,"(54,59]",pop55_59,2030,196267.065,2870419.86,1338.5396368041422,262711245.90171498,151056.91671691704,3011782.484769109,67.13488489342765,202195670.4390157
KY,"(54,59]",pop55_59,2030,266485.945,4398353.07,2027.6386568326893,540337203.58459,275498.52428887895,4648189.506144629,120.17828812918225,558611457.7484906
LA,"(54,59]",pop55_59,2030,289340.41,4562088.08,1124.6066512387779,325394149.558155,272682.704319951,4945783.030040197,62.004495768084986,306660782.95599395
ME,"(54,59]",pop55_59,2030,104025.545,1320428.625,1663.0650553436658,173001248.75258,84596.13651055188,1344841.4228721661,104.61373070091287,140688878.44778126
MD,"(54,59]",pop55_59,2030,411539.975,5956997.7,3950.900329642157,1625953422.8884249,349550.3545228393,6553547.784352237,210.73144750821749,1381038610.9108186
MA,"(54,59]",pop55_59,2030,513347.56,6796065.885,2642.4417272493706,1356491013.12565,414998.7665465288,7420882.11407776,147.7735450613408,1096610057.4795678
MI,"(54,59]",pop55_59,2030,673646.695,9901979.94,1635.563544594025,1101791976.27825,577637.1148878763,10068940.875305695,93.82935293940713,944762207.1150811
MN,"(54,59]",pop55_59,2030,366455.265,5529119.945,1990.0188044494735,729252868.339515,315923.4424191291,6070551.35624712,103.56449592235101,628693591.1804773
MS,"(54,59]",pop55_59,2030,206834.19,2949483.545,1234.8752913182052,255414430.630815,172143.95641153815,3003963.0644783396,70.7652903046869,212576318.3223666
MO,"(54,59]",pop55_59,2030,382650.71,5940267.25,1886.7758870928005,721976132.80694,343558.4252339259,6318126.069965167,102.5965207659302,648217752.5389462
MT,"(54,59]",pop55_59,2030,75059.775,1037927.985,1865.1922057313654,140000907.29395,63635.19764617701,1163353.1164727476,102.02566441708994,118691874.6598243
NE,"(54,59]",pop55_59,2030,100642.33,1876891.03,2409.4226625229167,242489910.71111003,108441.7074813993,2089840.8770083492,125.02478559152067,261281907.56836438
NV,"(54,59]",pop55_59,2030,192141.855,2965758.475,0,0,180798.04941769852,3591042.509438292,0,0
NH,"(54,59]",pop55_59,2030,106982.55,1326922.185,198.98581948775754,21288010.382639997,81317.06089031463,1385798.5611408385,11.676258334598364,16180941.999595135
NJ,"(54,59]",pop55_59,2030,690764.585,8937419.165,2715.203105319217,1875566146.23654,519755.67417997937,9363317.335854532,150.7203237827641,1411242220.5407631
NM,"(54,59]",pop55_59,2030,150088.64,2044839.84,1366.1752619725914,205047387.07110998,109506.4211239804,2132823.1135228896,70.14410272384235,149604963.56673485
NY,"(54,59]",pop55_59,2030,1364818.45,19619362.82,3280.721815843232,4477589663.580345,1119604.4558508284,20638066.090743262,177.97746878388932,3673110763.4251037
NC,"(54,59]",pop55_59,2030,661296.05,10188697.97,1868.0373890369824,1235325746.62247,662074.71462838,11673848.679962795,105.94452225379933,1236780321.2618043
ND,"(54,59]",pop55_59,2030,54585.16,746065.9450000001,552.1823973918918,30140964.510819998,49681.27845940978,923452.1855918292,29.707144423107827,27433127.445211045
OH,"(54,59]",pop55_59,2030,868619.175,11500300.835,1477.5963110872033,1283468488.71961,680329.7070803952,11837405.16462896,84.92170805378856,1005252665.5050294
OK,"(54,59]",pop55_59,2030,232409.62,3874311.235,1779.883706771045,413662095.93485,228119.57888956254,4253603.739345345,95.45466539473522,406026321.66100436
OR,"(54,59]",pop55_59,2030,271930.445,4171007.58,3388.6915452322187,921488399.8627349,260937.4982993885,4738074.133314343,186.62365118011556,884236694.3211843
PA,"(54,59]",pop55_59,2030,852127.15,12578427.3,1531.5670661597744,1305089879.12059,731441.6344931764,12946244.536413312,86.53103338631854,1120251918.2078242
RI,"(54,59]",pop55_59,2030,82330.825,1050492.72,2424.9916969851815,199651567.03094,58731.39040360091,1068663.0174351365,133.2722586610628,142423134.08112738
SC,"(54,59]",pop55_59,2030,342643.595,4939724.51,1860.3176172374096,637425916.21206,337817.55241974484,5792247.229928171,108.49812158074384,628447944.1784735
SD,"(54,59]",pop55_59,2030,57316.735,863327.735,0,0,50887.90907668954,973360.8640468437,0,0
TN,"(54,59]",pop55_59,2030,450026.51,6690624.365,140.2911302691257,63134727.73897,427652.8531066332,7395105.848504091,8.112919997931083,59995902.12514595
