stabbr,popgroup,wtdn,rincome,txblsales,share2010,share2020,share2030,share2040,totpop,txc2010,txc2020,txc2030,txc2040
DC,75to79,29535.63,68942.36644898754,33054.11230500751,0.019643590156932674,0.019526932746164755,0.020709385999010992,0.020816723593510358,629135963.87,408498884226.8942,406072931447.65265,430662674492.5449,432894816745.47797
DC,80to84,20723.23,34228.92236065372,16779.49876136843,0.016128683796364774,0.01274834464085412,0.014395255700716942,0.015309207360719893,629135963.87,170263839603.2323,134578998171.34099,151964756617.45016,161612966031.7189
DC,85+,17505.95,24712.927468467005,12359.520199372928,0.017142439295157408,0.014647655819163026,0.013002106259907512,0.013619949735666695,629135963.87,133296499239.54584,113897515350.20764,101102020391.92004,105906259215.73535
DE,00to04,113183.64,0,NaN,0.06223842732316629,0.05731731067742361,0.05664258827033375,0.05589429564218441,629135963.87,NaN,NaN,NaN,NaN
DE,05to09,115282.82,0,NaN,0.0629066278813365,0.05850889602552636,0.05830056932131155,0.058176314850723436,629135963.87,NaN,NaN,NaN,NaN
DE,10to14,116908.27,0,NaN,0.06330977555143251,0.06020317331775372,0.0570672595894446,0.058256696652329326,629135963.87,NaN,NaN,NaN,NaN
DE,15to19,96649.61,3013.4707053265915,3001.508500533313,0.07192399441384334,0.0637565702453134,0.06103667735514869,0.0628265668221981,629135963.87,135818174259.01846,120395162119.48116,115259033494.63446,118638983697.9189
DE,20to24,133812.31,17010.523772835248,8602.02793751422,0.07001294081747657,0.06403557168423928,0.062677308713388,0.06137330720631402,629135963.87,378899193339.4659,346550597259.4896,339199888404.9638,332142834189.34595
DE,25to29,120912.87,32061.619907705273,14140.247518619988,0.06415059458713002,0.0666537900031494,0.06081580166185585,0.060142839119689186,629135963.87,570692558394.3007,592961330886.9502,541025779489.3124,535039011675.7888
DE,30to34,126100.66,39723.815125596404,15780.077029622436,0.0599309080622852,0.06362537612403212,0.05989820018994026,0.06056258085198126,629135963.87,594982906413.8657,631660898056.2897,594658188741.806,601254036361.1262
DE,35to39,110806.57,49903.99946558303,18485.209421842723,0.06161811447166496,0.06026225654498614,0.06444808126002666,0.060743964253843576,629135963.87,716600804945.2264,700832570393.0933,749512498136.3708,706434691374.4857
DE,40to44,120219.57,45762.834960591346,16407.186338244628,0.06766421585550832,0.05463254546341038,0.05969959428893675,0.058057234149621995,629135963.87,698453785612.0651,563936309821.8168,616240166288.9861,599287148476.8485
DE,45to49,120160.21,53523.26941501034,19216.586145937392,0.07523492817957668,0.05579706077149126,0.05616797241786355,0.06205187387222435,629135963.87,909578653923.4183,674577841136.204,679062105615.4171,750197564825.2839
DE,50to54,145871.25,50340.040743724414,18631.391649063746,0.07349983406352806,0.06164137082603178,0.051227729801467815,0.05782645994995683,629135963.87,861541427883.9467,722540333795.6068,600474981239.5846,677823174834.6381
DE,55to59,127490.94,52855.45482575459,20519.415284575818,0.06438780578528043,0.06851291605365412,0.0523003629945925,0.054385569409228424,629135963.87,831214514843.6208,884467634570.0045,675171646595.1338,702090623211.1476
DE,60to64,131564.77,40813.59122309871,16755.287193973956,0.05915022707682302,0.06775920033307295,0.0584917534866084,0.0502144852433879,629135963.87,623523468524.1957,714273701117.5092,616582265468.9824,529328652761.54626
DE,65to69,109796.86,37153.80664562456,16182.26266148857,0.04656132856089646,0.06572276006085577,0.07000378129764517,0.05460025827602549,629135963.87,474033595372.1752,669113129121.3832,712697535998.5577,555876680043.2424
DE,70to74,80848.25,38142.48879974594,17475.895244358446,0.034127229840945995,0.054822564259399534,0.06286487839924718,0.055446660716936755,629135963.87,375219138506.51227,602758425691.184,691181371157.7922,609620187874.4457
DE,75to79,56350.38,30776.087214526855,14799.175142486198,0.026599950553158697,0.03593153161254195,0.050769517771844123,0.055252214745444915,629135963.87,247663981867.74844,334547471281.3812,472699409863.6481,514436426621.24664
DE,80to84,35993.43,37272.23506058939,18271.37341465074,0.01914951432956097,0.02039386187868216,0.03279402023658911,0.03842238698680729,629135963.87,220127078215.1066,234431074940.98367,376973104036.5733,441672182380.0912
DE,85+,26586.59,27852.961998979936,13929.925820322636,0.017533582646386037,0.020423244118436112,0.024793902943756045,0.03576629125110278,629135963.87,153661115060.7431,178985580282.6186,217289235741.59958,313449242295.3017
FL,00to04,2239109.31,0,NaN,0.05709740438299246,0.05449050563528461,0.05448531155674562,0.05349392894350558,629135963.87,NaN,NaN,NaN,NaN
FL,05to09,2134523.11,0,NaN,0.05745636873175326,0.05617719614508518,0.05631414764684106,0.0558355571833204,629135963.87,NaN,NaN,NaN,NaN
FL,10to14,2370406.5,0,NaN,0.060147245058987914,0.05805234643478981,0.0562413027691026,0.05734951312484673,629135963.87,NaN,NaN,NaN,NaN
FL,15to19,2642902.41,2535.2123848720353,2715.7254030449476,0.06533491549259067,0.05833228429308521,0.05789779043864081,0.05918821030098515,629135963.87,111628657126.16919,99664237929.21991,98921878883.74596,101126639313.54663
FL,20to24,2495371,13882.693524884424,7009.784867875585,0.06535491409907075,0.06022993493901167,0.059012981115891164,0.05830407509959705,629135963.87,288222213781.4186,265620503421.021,260253605922.87952,257127253999.75516
FL,25to29,2635180.48,29576.082020364385,13085.24963028765,0.0627204700098025,0.06556773333315975,0.05942715538614864,0.0601525040446763,629135963.87,516340068724.14343,539779882549.3307,489228181666.5066,495199542788.87384
FL,30to34,2365768.18,38012.25784631595,15123.897282397627,0.059055353057845435,0.06663684656971677,0.06234185269197703,0.062291763654566415,629135963.87,561910957623.9316,634048775093.288,593181961199.7921,592705364625.2141
FL,35to39,2234205.07,39587.868021181464,14669.425710415524,0.06268004729457681,0.062273823368129755,0.06608722535530465,0.06108408219479021,629135963.87,578478123109.5677,574729056785.018,609923185051.0011,563748860204.9943
FL,40to44,2294835.41,48282.57781355706,17303.897293986694,0.06663296334138419,0.05663020878244689,0.06486858897855603,0.061889287282258905,629135963.87,725400028795.0226,616505000250.2524,706192160055.2897,673757979915.1918
FL,45to49,2930849.42,43350.6608504103,15573.876511564573,0.07452682818378081,0.05863585404479096,0.05913853910330247,0.06400270693736346,629135963.87,730220257713.8358,574519129490.826,579444480829.6753,627104014663.4843
FL,50to54,2969003.56,46476.68399287176,17173.61073930925,0.07128710712179098,0.06240864328335778,0.0538437002836526,0.06289801634695875,629135963.87,770224125612.8999,674296442153.1147,581756205927.7664,679583891107.4762
FL,55to59,2779919.35,45645.444135939564,17723.384912048583,0.0639539478898013,0.070994787987296,0.05670328311198071,0.05832185173250335,629135963.87,713113306061.9377,791621622202.6304,632265356850.6111,650313074906.3884
FL,60to64,2442286.92,40239.57063239356,16488.723752068916,0.06038143086838098,0.07113717459793113,0.06322101792756701,0.0556246643384926,629135963.87,626375776633.2332,737952088008.6719,655832656404.6387,577030749750.4396
FL,65to69,2231484.24,37324.93656406014,16229.126935556795,0.05101947683432697,0.06111743583776449,0.06791428173093007,0.05542220463073833,629135963.87,520925563141.40753,624029030813.6849,693427052788.3129,565878855472.3239
FL,70to74,1846852.42,33300.156371714766,15246.837183761798,0.04088582125394454,0.05325749859235907,0.06280740570802071,0.05703174687247333,629135963.87,392190437287.5138,510863693602.8607,602469588577.6409,547067542223.53265
FL,75to79,1323693.91,31079.699479314684,14906.034625662995,0.03273782518345796,0.038033011369171754,0.04560649706857119,0.05178019122756477,629135963.87,307012786135.0301,356670631604.89825,427694193258.6303,485590618383.8981
FL,80to84,989599.5,27562.52252413167,13511.535878368335,0.02563773481741432,0.02417310465696028,0.031519357057279936,0.03797942518688325,629135963.87,217935952924.31534,205485727817.7107,267933230636.82568,322847641516.2455
FL,85+,890405.6,26426.68917073127,13216.613006490727,0.02309014637809812,0.021851610129658906,0.02256956206948762,0.027350270898475394,629135963.87,191995642278.87827,181697155703.22296,187666959512.84845,227418776029.7178
GA,00to04,1322425.8,0,NaN,0.07089281583475378,0.0654880223053429,0.06551984614113823,0.06519064776565761,629135963.87,NaN,NaN,NaN,NaN
GA,05to09,1407442.26,0,NaN,0.07175742153440054,0.06579613392605227,0.06573783068300414,0.06603820231039165,629135963.87,NaN,NaN,NaN,NaN
GA,10to14,1416409.06,0,NaN,0.07119206272148683,0.0694067293461346,0.06540413365802406,0.0666939932199695,629135963.87,NaN,NaN,NaN,NaN
GA,15to19,1287726.78,2882.260798928465,3476.191693139578,0.07328906186049397,0.07025801558401648,0.06571634478484399,0.06692046068613196,629135963.87,160282973919.4385,153654084164.97525,143721462791.81454,146354860910.20627
GA,20to24,1369152.65,15942.934591548794,7992.53940776827,0.07020069773349644,0.06978209985003575,0.06939976603983311,0.06665491118767272,629135963.87,352996766160.99854,350891891082.05817,348969366050.92664,335167154425.1636
GA,25to29,1455108.93,28004.346457005653,12361.665322634082,0.06956638517089743,0.07282903989553766,0.07122054136270385,0.06789742763247074,629135963.87,541029480473.5656,566403695136.2987,553894131452.2909,528049716932.1767
GA,30to34,1426516.94,36934.646117693104,14672.284369133084,0.06829569556217589,0.06844072380412215,0.0694002713155722,0.07034701448010304,629135963.87,630428125135.0292,631766860788.9998,640624311227.7426,649363566510.0349
GA,35to39,1311799.74,41971.81527678766,15584.414315024307,0.07205656519695741,0.06487659870615925,0.06928467592305801,0.0690571109994757,629135963.87,706494123207.7028,636096594312.0106,679316537420.2097,677085328081.8287
GA,40to44,1362674.01,52182.759499026484,18700.201642682343,0.0722033499754791,0.061199034343228785,0.06256188131971657,0.06465869045437204,629135963.87,849470201958.2852,720004765441.6277,736038618396.4904,760707513671.9681
GA,45to49,1291636.14,51647.08133259311,18547.501308492614,0.07459608637922932,0.06246620705180562,0.057372479882192205,0.06244868090095903,629135963.87,870454280787.301,728911930531.6544,669473736986.0591,728707419628.0585
GA,50to54,1482593.26,47343.762564542034,17469.48572195221,0.06901475517341507,0.06129803391993406,0.05300022778429557,0.05522217356999222,629135963.87,758519209336.5527,673707181978.7318,582508635618.3586,606929334588.0266
GA,55to59,1217789.52,44107.013692102526,17084.424071008998,0.059204329469686824,0.06132348560661812,0.05238414917517306,0.04903756653663533,629135963.87,636353330803.4603,659130922886.811,563047130294.6597,527076635773.091
GA,60to64,1151175.78,39772.87207129053,16308.059831516755,0.051199810728150566,0.05524788462338336,0.050056930691166845,0.0441129333442969,629135963.87,525309389449.9838,566842574751.0767,513583455195.45734,452598120039.5247
GA,65to69,981028.92,38400.87696590335,16687.58377250835,0.03674852928774389,0.05276171213455285,0.05470526474402589,0.047746675015355906,629135963.87,385813956321.97235,553932505476.9446,574337396124.6575,501280838878.0251
GA,70to74,685922.03,29772.42387305627,13647.31177237315,0.02584960464624404,0.04262336412482044,0.04603963813893732,0.0426207817411786,629135963.87,221945084089.74484,365964828643.7385,395297007364.1953,365942656259.96765
GA,75to79,418405.15,27916.267070642672,13390.331197920948,0.018862669833446758,0.027417909017839005,0.03940489067699271,0.041744697467141656,629135963.87,158905523702.47217,230977758174.0303,331960154355.41364,351671479774.04224
GA,80to84,242776.68,18168.526493364727,8906.467009950022,0.013320873487107764,0.01602699830591283,0.02645348465853931,0.029194968640423483,629135963.87,74641898856.0509,89805341044.17674,148228892661.1147,163590465630.73468
GA,85+,239404.91,19393.999204761254,9699.398228871116,0.011749285404834381,0.012758007454503976,0.016337643020782968,0.024413064047771927,629135963.87,71696962349.35294,77852426645.62114,99696222891.67268,148974382147.977
HI,00to04,188226.56,0,NaN,0.06425563165799335,0.058592345615471504,0.05742438082249749,0.0566469176329406,629135963.87,NaN,NaN,NaN,NaN
HI,05to09,168206.35,0,NaN,0.061281289949797875,0.05861996654665968,0.058116279017971256,0.05731820310121858,629135963.87,NaN,NaN,NaN,NaN
HI,10to14,173333.31,0,NaN,0.05994188051026942,0.06052272975902162,0.056680270299124674,0.056838375788377235,629135963.87,NaN,NaN,NaN,NaN
HI,15to19,162986.83,3591.1887081385044,3963.521763748153,0.0632168909675138,0.0569104124743984,0.05591046687416547,0.05671522539165512,629135963.87,157637265398.5073,141911467929.9149,139418009495.69687,141424750574.88748
HI,20to24,198263.31,13965.937950993755,7088.233981297243,0.07044690844158756,0.06309725849801691,0.06543081833095567,0.06269747724303944,629135963.87,314155375880.1498,281379884496.8131,291786308038.6434,279597074814.9458
HI,25to29,180249.38,28987.2505470087,12887.529606754439,0.07152975701701314,0.06882419823563103,0.06363315822459518,0.06396452419745671,629135963.87,579963867957.7185,558027174736.9639,515938178924.94727,518624897003.4755
HI,30to34,214800.71,38932.00733675978,15480.343794242099,0.06471435366143229,0.06549611741504707,0.06024872002910452,0.06392547980680754,629135963.87,630268687375.83,637882472988.3167,586776805150.234,622585654775.9731
HI,35to39,169595.81,48196.01391227537,17816.393473454915,0.06377706110632868,0.06568046193596254,0.0649044280668698,0.06140036526247652,629135963.87,714872861040.413,736207955088.0757,727509442760.3019,688232634472.3553
HI,40to44,149994.68,54377.32845284673,19484.800776107535,0.06588027208683961,0.058982289705798906,0.06130844254517991,0.05770412529511649,629135963.87,807599173258.6938,723039642892.177,751554994308.4735,707371150813.1649
HI,45to49,165513.22,43882.21891222303,15751.422136011315,0.07041603292212532,0.057145221225752274,0.060441513637335645,0.06111217916206381,629135963.87,697807827639.1237,566296921719.5112,598962474599.1252,605608626525.9254
HI,50to54,186814.41,46765.81058207966,17282.749489404854,0.072026705854072,0.06092647198619581,0.056021662406066125,0.059581160419307236,629135963.87,783160724673.2031,662465670013.6058,609134698124.6385,647837829282.2761
HI,55to59,169706.73,52978.8885646096,20591.484164980742,0.06861716634774215,0.06528784162708454,0.054415721658699866,0.05888899141799648,629135963.87,888924633446.6841,845793753603.3351,704947143751.9983,762897652243.4019
HI,60to64,169380.85,47995.991967864305,19649.503229166574,0.060443975267238645,0.06684066995249907,0.05806801625952543,0.05463126551702899,629135963.87,747221064331.5544,826298341922.7749,717848962137.7089,675363130650.0115
HI,65to69,147663.33,42582.59671990934,18588.815573006355,0.04349772587096532,0.0629338062774744,0.05994050669700407,0.0510450270901563,629135963.87,508701223824.16785,736004092909.0035,700997776386.281,596966099513.5618
HI,70to74,119176.8,40848.37585564262,18756.357742517015,0.03039988943623507,0.05004125053356705,0.055392734894688524,0.04916883864986084,629135963.87,358727791208.17334,590501728989.9897,653650845652.9595,580207007730.4888
HI,75to79,63426.77,28298.831127914287,13568.702667511117,0.02549068184173944,0.03329488730615501,0.048220518405389115,0.046925535022777166,629135963.87,217602705189.1566,284223764266.83496,411637292238.0867,400582590407.0063
HI,80to84,56332.73,29427.481402759102,14425.764929000195,0.021834873311127465,0.01997693023053801,0.032917116287693046,0.03722951533947333,629135963.87,198168234069.63104,181305974598.92148,298748094960.20807,337886426221.2985
HI,85+,67733.58,31641.362624530695,15824.594677929905,0.022228903749978865,0.02682714067472613,0.03092524554313415,0.0442067936622476,629135963.87,221307000666.34247,267086227281.1507,307886228353.8252,440114952338.8977
