stabbr,popgroup,wtdn,rincome,txblsales,share2010,share2020,share2030,share2040,totpop,txc2010,txc2020,txc2030,txc2040
IA,45to49,370049.7,52079.508543311065,18712.80939162787,0.07106263058638931,0.05608519938654466,0.06299190468026175,0.06064694700680156,629135963.87,836613341222.0491,660285520880.6312,741597481118.1316,713990525703.881
IA,50to54,423618.77,47723.55155834483,17628.73786998586,0.07328233249243768,0.05841916580854463,0.05730985361881622,0.061119760218627986,629135963.87,812765042205.135,647919548260.426,635616307656.0645,677871497864.6073
IA,55to59,394353.04,51474.63383056451,19979.519274885388,0.06709428152661132,0.06569248109309146,0.05253665233207264,0.060059257189627964,629135963.87,843363988966.2756,825743590052.2631,660377004859.0157,754934900043.699
IA,60to64,439076.77,51941.709259317424,21327.221448940134,0.05526506267326034,0.06574139623979756,0.0531049169279836,0.05302611024447744,629135963.87,741531248530.6006,882099780146.0753,712547013391.4237,711489607218.5876
IA,65to69,333378.29,40818.320916419456,17744.50649084279,0.04082419809903967,0.05828941989900705,0.05712901946192633,0.04668146189774327,629135963.87,455749394028.5078,650726016290.5837,637771645582.6287,521138172038.2607
IA,70to74,235312.91,37621.45003714462,17263.49791762181,0.032921639139233606,0.04606877819962041,0.0548569717648028,0.04527605586281399,629135963.87,357564800113.94116,500357026537.29504,595806364955.9355,491747199951.5875
IA,75to79,164246.03,27964.220141907597,13384.830332218537,0.02737271263526411,0.031409357774295446,0.04489190195507401,0.04495479169136772,629135963.87,230502277251.9377,264494374031.04855,378029235490.69116,378558822295.7928
IA,80to84,86829.15,29874.801239842614,14645.047399338968,0.023039665436234452,0.02184234427090388,0.030595768834257037,0.03722437832206914,629135963.87,212281164726.2051,201249375561.0734,281901031150.1868,342975222808.1497
IA,85+,151570.4,24373.849081413453,12189.939069039157,0.024507321044330028,0.02420195508570019,0.025045703419342646,0.03321563128571778,629135963.87,187949808143.91757,185607917194.9091,192078732064.59634,254734963329.4212
ID,00to04,248690.8,0,NaN,0.07768142272621145,0.07026472698675333,0.06790867709809577,0.0679037654833387,629135963.87,NaN,NaN,NaN,NaN
ID,05to09,236315.79,0,NaN,0.07731333990821533,0.06962453392465186,0.06920604699111062,0.06791353599916135,629135963.87,NaN,NaN,NaN,NaN
ID,10to14,228229.31,0,NaN,0.07460853722484694,0.07663863437452052,0.07142160282452392,0.07098927282689795,629135963.87,NaN,NaN,NaN,NaN
ID,15to19,238108.8,3595.0799832367384,4343.127713064872,0.07359040866761675,0.07243058402519321,0.06720343867926165,0.06869869166369096,629135963.87,201079745494.04782,197910619949.8534,183627874754.51605,187713530684.43845
ID,20to24,238064.32,17498.169668968283,8836.874110436876,0.06902924376523843,0.06108771356415866,0.06465092533275896,0.061962910376546686,629135963.87,383774659963.75867,339622965895.1342,359432981336.1852,344488705989.548
ID,25to29,223401.69,28819.29516788888,12692.485823357132,0.06808830415251005,0.05864252184600271,0.0594668663149541,0.05674397953421617,629135963.87,543705487649.5549,468278088786.92975,474860726099.7715,453117660189.07404
ID,30to34,202057.25,38677.33946459951,15342.01359845545,0.06521572715175346,0.06447693607127035,0.058787743307035664,0.06398569510204354,629135963.87,629476057656.652,622345089145.1416,567431791557.492,617603526915.0865
ID,35to39,192751.2,44732.09681761831,16558.343053843917,0.061779862233682196,0.06589685619272628,0.05847449223417793,0.06098234246116189,629135963.87,643588571291.3479,686477146375.7986,609155047507.7607,635280449641.1007
ID,40to44,181756.35,45538.2815843672,16318.351413833901,0.0604523399732837,0.060133245200717576,0.06125313699723228,0.05743623464363884,629135963.87,620631635762.389,617355661486.6462,628852987774.6769,589666905775.156
ID,45to49,219732.89,46792.954802171436,16793.635234862384,0.06606352969095078,0.05467941525430977,0.0600901467352382,0.05483782940851587,629135963.87,697992894436.3601,577714262286.4004,634881236940.3218,579387983847.0143
ID,50to54,217380.11000000002,48656.15663756596,17983.121931177568,0.0669674696443312,0.05238113605496621,0.053683161201445076,0.05623762914639174,629135963.87,757658483347.5309,592631203033.4547,607362092568.3416,636262905443.7166
ID,55to59,210507.7,46121.93852830433,17913.351072535665,0.06187682685818031,0.056073703976475195,0.04781707153636561,0.054042770651388274,629135963.87,697347717271.8739,631946908922.7263,538895211270.87537,609058425623.0448
ID,60to64,170308.41,46082.48014696232,18917.23948789997,0.053149372728189016,0.05645162210145844,0.04549347297035618,0.04794987605569627,629135963.87,632558093915.4584,671859866673.3698,541441282757.7969,570676202640.9939
ID,65to69,154148.78,41534.49607103462,18037.040604667767,0.040462317122804424,0.0611317221929222,0.055454235179135704,0.04831693728179149,629135963.87,459156296605.69214,693707557133.7103,629280848614.6399,548288569789.6296
ID,70to74,120672.8,32811.86803090265,15032.979539141974,0.02941217748098664,0.048619186711908374,0.051691942300483004,0.04256341488743406,629135963.87,278174141356.98944,459829964163.76086,488891435318.1559,402555757634.30664
ID,75to79,64171.44,32412.23060755501,15552.649042011904,0.021866798674646686,0.0331573527000594,0.05014557424748376,0.04647738073580317,629135963.87,213960739490.23273,324435771728.6114,490660947118.60486,454768660916.58105
ID,80to84,58472.31,28099.171414251636,13774.608705849712,0.01633981507825428,0.020113747358505903,0.03328207396654077,0.0361548437933698,629135963.87,141602499637.25958,174307780681.50912,288425838615.9072,313321554167.9677
ID,85+,64871.6,32592.59521346876,16300.328619701195,0.016102506918298374,0.01819636146340006,0.023969392083800854,0.03680288994891321,629135963.87,165133188372.00504,186605924187.25497,245809063037.18625,377418161619.4132
IL,00to04,1690036.46,0,NaN,0.06512360419969959,0.0630950852635052,0.06211124481928391,0.06138287722532378,629135963.87,NaN,NaN,NaN,NaN
IL,05to09,1656479.3699999999,0,NaN,0.0669807223837454,0.06508027410556531,0.06430589045671649,0.06400075926998437,629135963.87,NaN,NaN,NaN,NaN
IL,10to14,1572992.72,0,NaN,0.06854284340786954,0.06399064792192291,0.06317080400666185,0.0632659775524624,629135963.87,NaN,NaN,NaN,NaN
IL,15to19,1664392.47,3376.350178345567,3732.697317339717,0.07186645209682578,0.06549046344251093,0.06483662551961236,0.06517798097742031,629135963.87,168769316529.51678,153796109755.11142,152260653695.30762,153062284019.7078
IL,20to24,1622525.76,15471.520200743907,7781.519207768654,0.06850512118187163,0.06633990960128938,0.0631062043978662,0.06337983049459754,629135963.87,335375972149.91956,324775889612.7297,308944853807.9015,310284426917.38086
IL,25to29,1927903.84,35644.443572980956,15766.094378237856,0.07094529716073222,0.07190908469943029,0.06676954440179889,0.06725117387231687,629135963.87,703707607409.6606,713267432374.1243,662288244876.4987,667065535774.1367
IL,30to34,1773932.73,43137.978397192834,17125.478490466223,0.06747009812143315,0.0678511345425415,0.06695017920756126,0.06479299345423327,629135963.87,726940002689.1028,731045386032.2043,721338264034.9229,698096195904.1964
IL,35to39,1721681.55,55528.63700816955,20601.02916108768,0.06669897476601308,0.06641842740502313,0.06859485315250156,0.06479855174344691,629135963.87,864475296240.7087,860839164443.299,889047488475.2305,839844201667.2328
IL,40to44,1507075.36,50157.88674992135,17982.51917508887,0.06781427446442233,0.06160458913200169,0.06312503486982268,0.06336878461930973,629135963.87,767213371840.1212,696960410209.5721,714161896333.6415,716919546823.3956
IL,45to49,1570686.12,63456.09860861892,22794.15006726078,0.07326950067619428,0.06034904169602539,0.06123258608970861,0.06433757101436528,629135963.87,1050730035512.9507,865442648567.6841,878113222593.4966,922640630178.4058
IL,50to54,1678705.81,57642.438926184455,21347.536230543894,0.07254397133360227,0.060899799726425174,0.05637033342341328,0.05876493849527603,629135963.87,974302008860.6432,817914929688.7625,757081919902.2283,789242669983.2358
IL,55to59,1810217.09,53234.96966305168,20689.24760868263,0.06295699229780731,0.06370791273930207,0.05346669215557331,0.055191812504523284,629135963.87,819470230077.036,829244473167.4686,695941164325.7885,718395934124.4697
IL,60to64,1534534.2,44525.098828210685,18233.678424444835,0.0518625271147984,0.06048182221414622,0.05173473135792775,0.04871874072481733,629135963.87,594939053128.3181,693814976657.6276,593473048850.9302,558875224345.8726
IL,65to69,1200092.73,47420.36993750849,20628.590991504538,0.037804840790383515,0.05398279636479483,0.05468165633898934,0.04688917028330212,629135963.87,490638349109.9974,700598905722.7137,709668842186.6459,608536489453.7231
IL,70to74,765154.2,33215.04743767886,15246.496678278576,0.028406628761545028,0.04177794909280838,0.048770273095937615,0.04262392760404427,629135963.87,272479774358.6626,400739075288.88226,467810281893.8186,408853802164.3883
IL,75to79,738612.89,34156.27585251102,16411.92167865727,0.022554228038026498,0.02869454579770245,0.041015139952807866,0.042449387499498115,629135963.87,232879851092.65598,296280659274.7856,423494861746.11316,438303941202.9713
IL,80to84,515868.92,31991.69612852447,15682.779022564575,0.018345238176887935,0.018669035878170127,0.027484395527772928,0.03278198203541857,629135963.87,181005132435.83786,184199914931.3217,271177545064.03528,323446713671.2195
IL,85+,548876.5,26295.001797224766,13150.75303280154,0.01830868502814203,0.01965748037683507,0.022273811226044066,0.03082354062965984,629135963.87,151478950384.13464,162638359341.63086,184284864827.23145,255022005923.78778
IN,00to04,825280.38,0,NaN,0.06694760265658946,0.06320246114103868,0.06260378939759483,0.06222176895135025,629135963.87,NaN,NaN,NaN,NaN
IN,05to09,904812.08,0,NaN,0.06860496356921449,0.06403459848610142,0.06396916174252915,0.06371069273508895,629135963.87,NaN,NaN,NaN,NaN
IN,10to14,896338.25,0,NaN,0.069738557716599,0.06811282322338184,0.06553568084705279,0.06606309029362305,629135963.87,NaN,NaN,NaN,NaN
IN,15to19,912813.26,3283.7986795393062,3826.2922957034853,0.0733389144208907,0.06969807418785723,0.06630250003670118,0.06740627246486029,629135963.87,176545695161.93814,167781253051.08856,159607229700.41034,162264294809.2773
IN,20to24,821315.88,16736.975900111305,8532.92792199125,0.06971619429464379,0.067243066601666,0.0669350211518235,0.06554156041652465,629135963.87,374262453743.8319,360985784697.8452,359332082181.6777,351851466820.1375
IN,25to29,822861.01,33278.94682792824,14689.629509285742,0.06470432008873805,0.06438689984895375,0.0623639750995827,0.06037502917529714,629135963.87,597982717332.8123,595049191143.7983,576353777345.6207,557972388177.1514
IN,30to34,897608.54,35906.804107863965,14238.975326065141,0.06289750982525376,0.06403041819265215,0.06294339315873002,0.0637632556212498,629135963.87,563451709617.7635,573600587661.1769,563862744057.1553,571207278164.1753
IN,35to39,868805.67,42649.069822840815,15851.84947981605,0.06431581346870247,0.0629943032560776,0.06388744014027639,0.06297471340944259,629135963.87,641419588310.1327,628240208452.923,637147434555.9739,628044839527.5217
IN,40to44,819710.84,44612.69604738791,15987.939710481889,0.0653658146871234,0.05978151231331844,0.06202542623247911,0.062050889055246555,629135963.87,657487790074.143,601317594010.143,623888199316.4084,624144319356.3796
IN,45to49,737906.34,41957.87436914311,15053.09146819372,0.07309692677228577,0.05996420952476775,0.059858467832275095,0.06178090197657728,629135963.87,692260147633.3827,567887521012.3523,566886100530.1478,585092400073.9839
IN,50to54,813478.34,51683.891119015614,19131.175779643978,0.07292357169450887,0.05994957772554591,0.055879475455691253,0.059002392029848125,629135963.87,877716182582.1864,721559754767.777,672571553230.1262,710159322867.5535
IN,55to59,910997.32,42926.161155437956,16640.139790157613,0.06454777613505162,0.06490036581138756,0.054261289810468724,0.0551236585849593,629135963.87,675744883961.3325,679436113685.856,568056580444.3899,577084641864.0546
IN,60to64,774351.58,43399.76217198198,17851.715924629203,0.05407753043661728,0.06228873888630894,0.0521888477303734,0.04950605713038465,629135963.87,607353207736.1989,699574574929.6592,586141116674.134,556010275575.5846
IN,65to69,646220.3,39821.3917608612,17277.38893975858,0.03995448966516868,0.056611557286083955,0.05697808399699608,0.04867340807581693,629135963.87,434298380296.2082,615357819394.85,619341901239.4293,529071512813.03766
IN,70to74,503667.51,31780.871896786986,14598.937688086287,0.029809361852814135,0.04421235886241904,0.05097688019169609,0.043639761662032005,629135963.87,273790544635.59467,406077992287.62463,468208204537.27124,400818849199.4614
IN,75to79,388354.61,35061.67798428323,16795.04956058956,0.023418821240994096,0.030156137686999977,0.04277126648910488,0.04398410878194425,629135963.87,247451923019.40973,318640899330.3149,451937013985.05444,464752354031.1632
IN,80to84,216799.83,22518.367212449935,11038.820058900825,0.018763373711905455,0.019173803840719515,0.02846663719005206,0.03353564624186198,629135963.87,130310104924.57156,133160508800.28984,197698480883.089,232902336626.03757
IN,85+,228276.55,22594.235975491043,11299.912415669902,0.01777845776289899,0.019259093124720218,0.0220526634965727,0.0306467933938922,629135963.87,126390279280.23962,136916384490.74403,156776382708.60205,217873610172.2596
KS,00to04,408547.62,0,NaN,0.0720236597294609,0.06716907013947468,0.06622307747386691,0.06614572250193042,629135963.87,NaN,NaN,NaN,NaN
KS,05to09,409884.68,0,NaN,0.07095640628954007,0.0657523261536651,0.06653640785835954,0.06577519626887485,629135963.87,NaN,NaN,NaN,NaN
KS,10to14,368733.6,0,NaN,0.06970759709202354,0.07206818365930133,0.06809466458127161,0.06835719777468409,629135963.87,NaN,NaN,NaN,NaN
KS,15to19,419157.69,4357.688340648718,5168.495210320665,0.07143798468903144,0.07025010979192271,0.0659541116005027,0.0679549733958208,629135963.87,232293910105.18237,228431313676.03723,214462075573.4544,220968250293.21634
KS,20to24,388848.06,18612.780010376286,9448.365206275334,0.07165984722678838,0.06729744500857585,0.07049160486053599,0.06781691808321952,629135963.87,425968084985.17017,400036629773.6331,419023694467.8953,403124536870.4348
KS,25to29,383070.64,33102.50937332112,14609.840551165857,0.06932170348369748,0.06509473441629275,0.06485433790239799,0.061996195696621216,629135963.87,637175714140.5435,598323206212.6765,596113583356.9165,569842751718.8954
KS,30to34,356033.82,38247.65616239375,15154.559535572304,0.06306679219015827,0.064521685300032,0.06139086582082014,0.06547473108267585,629135963.87,601296355824.8473,615167711806.3596,585317607207.4244,624254315645.51
KS,35to39,344171.83,40023.94856912339,14825.474176939804,0.06042091494288004,0.06579825883377018,0.06259885535242798,0.06350248281117364,629135963.87,563560313433.4082,613716085014.394,583874484130.8309,592302833392.989
KS,40to44,347509.35,51126.39228397868,18324.74163508423,0.06108580156866979,0.05894284694504058,0.061095809985472774,0.059188948645479876,629135963.87,704243178643.9615,679537581973.7128,704358563219.1251,682374827934.9075
KS,45to49,354907.7,49446.42610628402,17768.99965488514,0.07074015165163165,0.05535325589186733,0.06107249080180041,0.05916008188690211,629135963.87,790812412449.4347,618800508717.4395,682736503352.6006,661357460867.2478
KS,50to54,397245.21,49513.21119985544,18333.04169893653,0.07165283735197774,0.0553842011874516,0.05414421794543527,0.05714306705004386,629135963.87,826442096313.1543,638800039517.5364,624498102737.4032,659086755917.5293
KS,55to59,362784.23,48479.450875516144,18808.82010217672,0.06396931357202891,0.06271087422473229,0.049715910490578996,0.055850749036278347,629135963.87,756968408644.8021,742076911817.5537,588303540353.081,660898956997.6862
KS,60to64,376781.97,47886.8321751505,19681.084997299717,0.05213068649806983,0.06188794643842254,0.048465637920975815,0.048242662173487064,629135963.87,645486246211.0248,766301403564.3943,600105327463.7325,597344424281.536
KS,65to69,284436.04,45106.19709977379,19590.91378583778,0.037767453011056676,0.055653743946926196,0.05461380420010941,0.04423804420643856,629135963.87,465497017589.84076,685951785454.4878,673134165731.1078,545249308606.4352
KS,70to74,164183.1,42821.433283471866,19652.717766198522,0.028962699755145073,0.043163072676102865,0.051293444055270664,0.04104220342464612,629135963.87,358101525636.8891,533678224307.8891,634204018501.4113,507455305828.4712
KS,75to79,123436.23,33238.10106043987,15992.0850051452,0.024347398179815908,0.02916784559863952,0.04302470677414777,0.043138685716963575,629135963.87,244963940648.62808,293463406040.51776,432879999694.7621,434026764157.1049
KS,80to84,79689.45,21650.215767940423,10613.24002064135,0.019958165067130065,0.0191115151023247,0.028510531138988444,0.03461750487055739,629135963.87,133264080803.26225,127610854219.43555,190369691435.58795,231146999273.74945
KS,85+,135907.98,26257.481408962518,13131.988198193932,0.020790587700894248,0.02067288468545788,0.021919521237037616,0.030354635374202705,629135963.87,171767803304.36346,170795363819.02197,181094833226.2561,250784110259.06018
KY,00to04,581884.36,0,NaN,0.06507101150928235,0.059412116654693974,0.05850310723417834,0.0582646846582295,629135963.87,NaN,NaN,NaN,NaN
KY,05to09,535245.52,0,NaN,0.06519107510381122,0.059807892144831204,0.059457159776843176,0.05909127374627979,629135963.87,NaN,NaN,NaN,NaN
KY,10to14,558607.55,0,NaN,0.06548282272506566,0.06621376708931688,0.0620225445631185,0.06232623535528361,629135963.87,NaN,NaN,NaN,NaN
KY,15to19,526940.21,3284.9588530297206,3850.961906636635,0.06839592041880763,0.06538812886471747,0.06154362578146201,0.062437592529711185,629135963.87,165708174435.4247,158420961331.79764,149106581415.0323,151272464949.47784
KY,20to24,596976.95,16466.318492534476,8316.061488198888,0.06682264947859906,0.06306010049709702,0.06541681252181195,0.06253282796802961,629135963.87,349611649009.3456,329926243474.4656,342256403736.43805,327167588739.8367
KY,25to29,607252.24,30505.551168515325,13525.246437762276,0.06574599474992551,0.06291247876151042,0.06170485327378467,0.059268085721656,629135963.87,559447064688.856,535336056733.20306,525060107043.4711,504325118401.9162
KY,30to34,517109.81,42880.40644899287,16995.7642328386,0.06473755273522613,0.06315848842900662,0.06114719092147787,0.06473343285371715,629135963.87,692215767471.366,675331391024.7166,653825297745.5728,692171715034.7177
KY,35to39,533940.15,45313.13512573173,16794.90426551435,0.06577249631109791,0.06386690366275045,0.06269850323689682,0.06275626785929472,629135963.87,694970499403.0657,674835477186.2278,662489833140.462,663100190215.6416
KY,40to44,611675.85,44517.22358708139,15947.56520629052,0.06711831472193985,0.061974363373384744,0.062029936923308,0.06128631797072124,629135963.87,673410589805.7233,621800364997.2908,622357944805.2234,614897076940.368
KY,45to49,540340.8099999999,43562.434475156006,15628.16829564242,0.07458276748659425,0.06205898780663745,0.06182299490424712,0.06193679936976622,629135963.87,733315872970.8835,610179031333.1249,607858691835.6344,608977644963.7162
KY,50to54,614702.83,41405.01796166582,15300.524281985436,0.07361788021156081,0.06275644880578382,0.05944881563507434,0.06072253302065585,629135963.87,708653819646.0851,604100485178.8549,572260844134.1067,584521787913.6344
KY,55to59,544164.39,42409.41171937761,16422.602231732737,0.06637534921568053,0.06843346150516808,0.05841824654066158,0.05938971986146643,629135963.87,685793405910.1559,707057924341.04,603580225728.666,613617536346.208
KY,60to64,524966.02,32650.80032596504,13386.66306250771,0.05783470261906863,0.06563428798551604,0.0574010248087403,0.055490916822804985,629135963.87,487085668098.0249,552774019158.2244,483433220062.2081,467346231068.8227
KY,65to69,446014.01,31823.38605244299,13863.101813405508,0.04278596394358901,0.059332689273637856,0.061233995951243035,0.0534088906394663,629135963.87,373169590105.8466,517486420670.8752,534069191471.1985,465820376378.9222
KY,70to74,372279.18,26215.89276485698,11983.48904694412,0.03218211319761615,0.047588613099369896,0.05406076641362175,0.048307216430902133,629135963.87,242628801646.47113,358782162545.2787,407577305147.20966,364199888352.10187
KY,75to79,290972.06,22980.84526168124,11006.193167976779,0.02428741334853678,0.031526216634878854,0.04376243178130307,0.04614673315016412,629135963.87,168175569410.73477,218299880594.58588,303028230219.6037,319538067418.0207
KY,80to84,135576.04,37699.66652488234,18480.90632515563,0.01804710226168932,0.019669933335408323,0.02911576844492203,0.03379468121127766,629135963.87,209833708782.43408,228702370243.32187,338529121642.85974,392930853544.05524
KY,85+,160500.81,23687.706005570188,11846.782669767339,0.015948869961909192,0.017205122076290942,0.02021222128730541,0.028105790830573588,629135963.87,118870708245.80675,128233853028.38387,150646476231.93442,209479121079.92682
LA,00to04,710806.46,0,NaN,0.06932146755218853,0.06573902750293346,0.0640147426143097,0.06321482404729127,629135963.87,NaN,NaN,NaN,NaN
LA,05to09,608091.04,0,NaN,0.0675792765297002,0.06623590641085815,0.06627745949215974,0.06426203074923706,629135963.87,NaN,NaN,NaN,NaN
LA,10to14,543982.14,0,NaN,0.06768383446141195,0.06954843760708693,0.06711883165163096,0.06632168412014192,629135963.87,NaN,NaN,NaN,NaN
LA,15to19,603764.06,3776.2536038399994,4256.821733383937,0.0720829881156896,0.067296517526964,0.06712341127444967,0.06815548584545023,629135963.87,193046866489.24728,180228125578.93118,179764526323.5291,182528545506.46204
LA,20to24,657709.46,13719.626301342814,6918.529763201757,0.07462634877526045,0.06508698941848988,0.0680609631111393,0.06665143890082803,629135963.87,324825801684.50006,283303871408.2225,296248674480.5618,290113444241.8844
LA,25to29,708457.72,29770.66080961846,13205.864626367895,0.07343871184628131,0.0649324408875752,0.06169117203571651,0.06243942273534007,629135963.87,610149701818.1981,539477183761.1955,512547800418.8822,518764480011.7404
LA,30to34,658749.28,35460.429510747395,14104.845698792267,0.0651850322453132,0.06898055242419077,0.061225189984233194,0.06496635145420715,629135963.87,578443221400.5332,612124157706.5594,543304113006.4926,576502677430.4119
LA,35to39,526051.65,43148.98925423121,15975.601421890971,0.06098749451842911,0.07076581240308592,0.0636739303730782,0.06138713711679949,629135963.87,612974658925.0244,711254824679.2802,639975556645.6199,616991396903.2335
LA,40to44,495856.11,46481.930303119465,16654.062932324934,0.06355534026327422,0.06250408523175988,0.06731140720150201,0.06062427704107423,629135963.87,665911877902.9916,654897174664.982,705266707536.5597,635201164901.3422
LA,45to49,637509.94,46637.033340877635,16751.067487127013,0.07170071196451559,0.05835748428397861,0.0689097619346068,0.06291777270924506,629135963.87,755632220717.1967,615011960645.4535,726219238457.6283,663071467664.0222
LA,50to54,641321.36,45878.23328337111,17004.627443273705,0.07264548331793641,0.06079928835091256,0.060849404772309795,0.0664953122928034,629135963.87,777177556997.1732,650444325367.4696,650980482003.3403,711381657870.0552
LA,55to59,673644.99,43054.766492190254,16708.427566529415,0.06453628777872189,0.06703176404096621,0.055520737375179964,0.06652637238064739,629135963.87,678397240487.2568,704629369236.4746,583626922488.6881,699316756448.7493
LA,60to64,539450.99,40266.63069709964,16502.667430480462,0.05360138104704401,0.06605476232924191,0.05625945176571612,0.057135727743684146,629135963.87,556512135316.7871,685808389888.7999,584109346108.2957,593207212732.2506
LA,65to69,442913.02,30509.464096157113,13216.384778262527,0.0393448849995103,0.05170160374643307,0.05375483853584337,0.0454917962578483,629135963.87,327148901386.5369,429893818873.2325,446966266934.8435,378259872103.8447
LA,70to74,250309.28,24290.830159342593,11178.623897997175,0.02947673387491695,0.03951676928763624,0.048746839667629785,0.0424207920854158,629135963.87,207306164730.15546,277916471964.25854,342830396918.9534,298340099325.79956
LA,75to79,219750.19,27778.097676277186,13291.42701891506,0.02269304173582049,0.026202666647131143,0.034466573101440315,0.036614457094321026,629135963.87,189761818993.1693,219109705226.63068,288213439270.52356,306174291686.00165
LA,80to84,136492.02,25274.06830222932,12389.70345906907,0.017051545736815773,0.0158989145762269,0.021335676883951295,0.026891337672936465,629135963.87,132913525595.47282,123928986971.83966,166307505453.2481,209612814770.87946
LA,85+,105911.19,26817.223091516298,13411.928267648746,0.014489435237170036,0.013346977324529148,0.013659608225103306,0.01748377975272903,629135963.87,122260788369.94305,112620812567.39168,115258769102.43652,147526847062.43906
MA,00to04,720317.77,0,NaN,0.05606411114618742,0.055520002046163294,0.05579355301626665,0.05463454795685463,629135963.87,NaN,NaN,NaN,NaN
MA,05to09,756907.98,0,NaN,0.0589048341010158,0.05778784214117995,0.05829558534925732,0.05800454545680614,629135963.87,NaN,NaN,NaN,NaN
MA,10to14,810285.85,0,NaN,0.06194807311165614,0.057053552790755004,0.057365516153316615,0.058312798878255995,629135963.87,NaN,NaN,NaN,NaN
MA,15to19,794742.66,3259.8243699070335,3595.2940000932854,0.07067535439164314,0.06305504759909589,0.06280714872585406,0.06408947350484413,629135963.87,159862616449.17642,142626025384.46887,142065295794.46732,144965823086.78186
MA,20to24,1035676.65,19357.39758183318,9707.25810865091,0.072647365939640135,0.0690783510084175,0.06459524247891565,0.06569724848120158,629135963.87,443670917120.8673,421874282001.7185,394495107999.88245,401225262732.72064
MA,25to29,1064036.15,42048.78630097332,18610.055432941524,0.06743280659304307,0.0738115805712289,0.06686210540164302,0.06736707701176331,629135963.87,789520505913.3634,864204819273.7366,782838590742.9214,788750927204.0171
MA,30to34,981743.99,46988.66244098504,18726.90942977285,0.06164307721161355,0.07003706523358852,0.06761665911097109,0.0639573875492403,629135963.87,726264694302.293,825160749147.6572,796644075544.6241,753531371533.6571
MA,35to39,821682.58,58961.99120311934,21927.232889963972,0.06386968473626102,0.0642293217606142,0.07138225858974714,0.06540700512632175,629135963.87,881095764617.0483,886057033179.2081,984733304570.669,902303423463.8898
MA,40to44,750912.78,57363.51602370213,20567.72957778944,0.07162195658917143,0.058016080765858485,0.06692612737981957,0.06535817262185246,629135963.87,926780839506.3547,750722189083.2853,866017286762.5364,845728111541.7014
MA,45to49,845670.31,66243.94653386515,23804.960513876616,0.07872070943543075,0.05998326289988937,0.06124523840213206,0.06885059771271744,629135963.87,1178965174447.2483,898342742537.001,917242790298.5125,1031144885828.9507
MA,50to54,908883.23,66131.48677595885,24469.107543892045,0.07590549189637959,0.06698397700720139,0.055090512773963804,0.0642839507257311,629135963.87,1168519167403.8296,1031177838208.3777,848085145227.188,989612565609.9321
MA,55to59,986942.01,56620.08300239569,21996.52380208428,0.06610362315885643,0.07201673595982473,0.05571577814613292,0.05754384529856142,629135963.87,914795098071.3191,996625508360.1665,771039744838.5984,796338008232.8453
MA,60to64,894254.44,59679.55122314942,24475.282333608015,0.056592546706601736,0.06721187148635736,0.060220921674920214,0.05009930714811271,629135963.87,871427899452.8619,1034947239453.7009,927298634400.7251,771443176403.8417
MA,65to69,697054.14,44415.72873244753,19303.912574485497,0.04039004042532037,0.05248781712679327,0.057240518657374964,0.04524694626882833,629135963.87,490528383118.4607,637453287926.9613,695173829245.8396,549514463481.01
MA,70to74,487361.3,35043.74361509611,16040.414579315639,0.029323744518817422,0.04306394591310599,0.05119616740637141,0.04686836540793228,629135963.87,295923549662.06226,434584189235.5743,516651329377.95703,472976875428.5021
MA,75to79,382132.41,27243.625927530225,13067.373097635105,0.024832194982336353,0.02895901578894162,0.0376708049451288,0.041975018466711304,629135963.87,204149308271.62866,238076539176.05368,309697502659.5063,345083106457.7005
MA,80to84,226613.14,33636.00221792902,16488.840975078445,0.02114857149053497,0.018637986281270377,0.027398719156656034,0.03328088273512193,629135963.87,219389419526.75797,193345304349.5446,284226719248.8932,345246654028.8204
MA,85+,278578.48,21245.594224728986,10625.424741899567,0.022175813565490653,0.02206654361971415,0.02257714263152866,0.029022829649143198,629135963.87,148241695402.46124,147511243643.8096,150924514726.67953,194012880738.72812
MD,00to04,355952.36,0,NaN,0.06313063431315766,0.06083599307228789,0.06112839257137679,0.05992775935265261,629135963.87,NaN,NaN,NaN,NaN
MD,05to09,401290.43,0,NaN,0.06354285888479051,0.06258332223183882,0.06337821407468149,0.06280715903939868,629135963.87,NaN,NaN,NaN,NaN
MD,10to14,383544.43,0,NaN,0.06564918788295317,0.0636843191246712,0.06240582726992986,0.0634967898830659,629135963.87,NaN,NaN,NaN,NaN
MD,15to19,387336.17,2199.6599049249385,2166.79438804733,0.07036240428768979,0.06235994835492945,0.062455371538265345,0.06404650429178912,629135963.87,95918611832.43428,85009597677.91238,85139679351.14214,87308724688.69353
MD,20to24,390835.61,22176.781353651833,11292.857081600752,0.06818991151374405,0.0629457573204095,0.06209287959225559,0.06161389822440336,629135963.87,484471764099.4366,447213398795.0298,441153922131.2925,437750882838.48804
MD,25to29,408002.82,33940.561369454204,14919.046677131708,0.06816393097351509,0.07230099772014403,0.06516007151624928,0.06608301555614358,629135963.87,639794073119.1818,678625031762.3987,611599521399.6162,620262374584.7485
MD,30to34,401599.16,45838.86892064985,18142.408056112352,0.06382448794087245,0.07202778664573485,0.0676111918264949,0.06753644255219744,629135963.87,728495346370.0774,822128137234.1768,771716941211.7474,770863749901.8431
