stabbr,agebrk,wtdn,rtax,popgroup,totpop,share2010,share2020,share2030,share2040,tax2010,tax2020,tax2030,tax2040
AR,"(34,39]",330544.56,1000.9700924105362,35to39,5849013.01,0.062969534808592,0.06409333294214867,0.060975310690839196,0.06110645681464112,368666922.7042719,375246409.13208985,356991364.50125575,357759184.01959294
AR,"(39,44]",356951.43,969.0453323443193,40to44,5849013.01,0.06261973073316876,0.06063217788277628,0.06345524511354564,0.06051267886071934,354926051.1175516,343660683.5358354,359661712.16570777,342983368.00741506
AR,"(44,49]",334851.65,872.0231068216626,45to49,5849013.01,0.07049032243019179,0.05954227943381062,0.061850122097007555,0.05967969968186887,359534091.827849,303693877.7347123,315464970.3810226,304394786.2052801
AR,"(49,54]",403667.52,800.087259987675,50to54,5849013.01,0.06917958598287058,0.058895908521506043,0.05819823737085473,0.061775901428632415,323741146.9615537,275616407.71912485,272351501.528883,289093970.4097298
AR,"(54,59]",413468.58999999997,756.9878197850047,55to59,5849013.01,0.06308819383809833,0.06564720264983293,0.05659068068889475,0.0596217781846985,279331281.02409184,290661629.3198152,250562686.44210714,263983269.51640773
AR,"(59,64]",368127.57,593.5552417654835,60to64,5849013.01,0.0572824750215884,0.06396390159922886,0.05557440824767586,0.05569862254451644,198868274.8963962,222064265.93626535,192938358.4148227,193369594.72088045
AR,"(64,69]",293299.63,723.32646978167,65to69,5849013.01,0.045737568751933355,0.05580808987009643,0.058130246915460204,0.05120021771936271,193504032.94734845,236109849.20345682,245934305.67712966,216615112.84550256
AR,"(69,74]",248357.28,366.9615704891356,70to74,5849013.01,0.03471805448575714,0.04725630325043757,0.05282138636831849,0.04689112401412202,74517547.57885867,101429180.8116753,113373869.30760242,100645373.61049359
AR,"(74,79]",166461.28,285.3943293112368,75to79,5849013.01,0.02666090061517505,0.033455470100755745,0.04086279778597498,0.04348846260944831,44504378.74347018,55846384.707552016,68211252.70425995,72594209.7335042
AR,"(79,84]",126886.96,475.9378926368005,80to84,5849013.01,0.019285864691668285,0.02060357978777996,0.028072683349057517,0.032060842073833674,53687352.26768092,57355563.97010726,78147807.43074572,89249911.78435463
AR,"(84,1e+09]",83128.88,109.85285878337349,85+,5849013.01,0.017628067730299686,0.017326377940843032,0.019474620376896033,0.024643493274965615,11326576.464899266,11132731.483064603,12513043.414546054,15834203.453924645
AZ,"(-1,4]",874343.04,0,00to04,13396708.26,0.0712943973709707,0.06799710741445776,0.06782129232320731,0.06750133602674332,0,0,0,0
AZ,"(4,9]",856183.16,0,05to09,13396708.26,0.07097603150930293,0.06751562832695321,0.06734171430690278,0.06771799277939429,0,0,0,0
AZ,"(9,14]",932751.08,0,10to14,13396708.26,0.07019130268270563,0.06694782393350675,0.06513774865343314,0.0660489319811187,0,0,0,0
AZ,"(14,19]",953174.88,19.29319432589327,15to19,13396708.26,0.07221226101244725,0.06730823361664921,0.0653163694796039,0.06623069677659299,18664363.402064852,17396842.51066001,16882014.757310122,17118336.632572975
AZ,"(19,24]",859256.52,207.41982397171682,20to24,13396708.26,0.06924011622622406,0.06885048627295605,0.06699176459994266,0.06626361559671727,192400479.2185583,191317797.7643311,186152888.16982278,184129549.3194755
AZ,"(24,29]",887895.34,398.97238147592935,25to29,13396708.26,0.06883554909193765,0.07236465341276789,0.06880895772085026,0.06788225421806031,367920268.90357184,386783037.16557,367778140.2428718,362824987.3089862
AZ,"(29,34]",874984.57,511.7232327138295,30to34,13396708.26,0.06518990797427479,0.06502525212994757,0.06596180197114249,0.06524757115816654,446903342.2338652,445774559.4293671,452194989.6340511,447298646.8202014
AZ,"(34,39]",891797.66,716.9667770524313,35to39,13396708.26,0.06503314994312437,0.06151994787157775,0.06597674825370656,0.0637774032735987,624643063.4079355,590898775.9751229,633706320.2217926,612581623.2469894
AZ,"(39,44]",856578.12,837.6910852175397,40to44,13396708.26,0.06364203975052006,0.056894910481039535,0.057894370771162364,0.05970411119104136,714210258.751886,638491929.1653688,649708175.4582138,670017630.9474207
AZ,"(44,49]",838256.04,694.4739786670907,45to49,13396708.26,0.06680551694402564,0.05602484188040534,0.054065851990039916,0.05894614825969593,621536168.9297652,521236376.57678586,503010590.33745414,548415233.3286269
AZ,"(49,54]",962616.74,867.4366363441695,50to54,13396708.26,0.06500671071431756,0.055968322483476066,0.05104260853945295,0.05280234536757205,755429694.6630923,650396432.9206665,593155718.2337815,613605260.1371626
AZ,"(54,59]",861012.15,578.26320985489,55to59,13396708.26,0.058708855123507965,0.06032226709658313,0.05160683306333779,0.0506298980767541,454807139.6981981,467305957.5185327,399789028.16350156,392220885.2320051
AZ,"(59,64]",747113.54,617.0965550076364,60to64,13396708.26,0.05490598663927208,0.061508786263567095,0.05402347280983338,0.050087632255423564,453911224.0324114,508496981.3050218,446615427.03348213,414077587.11839473
AZ,"(64,69]",662427.12,393.64918992563287,65to69,13396708.26,0.04425301121696015,0.056427286120281896,0.058036349320902125,0.05073066864258389,233372828.3880536,297575125.35339576,306060686.445337,267533424.3153048
AZ,"(69,74]",479127.58,293.9465487479556,70to74,13396708.26,0.03363977286042887,0.04717915613728404,0.052905948482076214,0.04747782256344811,132470605.08542094,185787561.25542665,208339189.36126232,186963684.60075384
AZ,"(74,79]",379869.6,169.1978780911397,75to79,13396708.26,0.025384945002492953,0.03194620808177895,0.04077580375185716,0.042850352620247716,57539918.0376325,72412297.70079051,92426294.62344845,97128663.3636814
AZ,"(79,84]",267371.13,193.90872183417855,80to84,13396708.26,0.018504018371665782,0.01932089832764385,0.027124472925099834,0.03107825250024194,48068602.3255035,50190642.898685746,70462289.65714844,80733175.37844785
AZ,"(84,1e+09]",211949.99,281.74833151688284,85+,13396708.26,0.016176427565821556,0.01687819014912398,0.01916789103744918,0.02502296671259926,61057929.08366702,63706732.09474606,72349208.55583787,94449192.863137
CA,"(-1,4]",4777765.59,0,00to04,77815244.38,0.06794803214992792,0.06599602203528458,0.0658039246547477,0.06463870152759599,0,0,0,0
CA,"(4,9]",5247505.34,0,05to09,77815244.38,0.06726370214212955,0.0684069610624643,0.06763006818096878,0.06765341808254907,0,0,0,0
CA,"(9,14]",5170460.95,0,10to14,77815244.38,0.06954778171746377,0.06493203645869594,0.06419737589940051,0.06492760690904932,0,0,0,0
CA,"(14,19]",5180829.47,21.643184915212043,15to19,77815244.38,0.07580241947996073,0.06500802893339525,0.06729827094793348,0.06748721648779361,127664139.8439737,109484554.10355403,113341710.36355767,113659926.72115001
CA,"(19,24]",5991816.82,309.96316669909646,20to24,77815244.38,0.07424577942809617,0.07168565018597073,0.06812795413827345,0.06832217477930988,1790797773.135942,1729047815.346375,1643236686.299222,1647921260.8857398
CA,"(24,29]",5470964.44,819.9484592076219,25to29,77815244.38,0.07366758579947859,0.08081978372846589,0.07055356965768429,0.0740856306000539,4700322721.74215,5156665061.065208,4501634510.796989,4726995856.928076
CA,"(29,34]",5399708.33,1241.4219908547004,30to34,77815244.38,0.06907905297359561,0.07216857566010251,0.07092934823445084,0.06837497333494769,6673143976.42137,6971596673.990358,6851885376.933861,6605128788.063761
CA,"(34,39]",5315777.03,1883.5823050499635,35to39,77815244.38,0.06908203252293528,0.06653618258206215,0.07430473743854343,0.06579545487765079,10125451422.191816,9752302587.92811,10890950684.21593,9643733078.401897
CA,"(39,44]",5261062.1,1999.764217719637,40to44,77815244.38,0.07003634728080958,0.05978202828177852,0.06357549963667096,0.06337904619868896,10898505969.493679,9302809432.437777,9893119632.948858,9862549092.797903
CA,"(44,49]",5327049.22,2191.6294888223974,45to49,77815244.38,0.07220223806567012,0.058957776732029815,0.05780311576290086,0.06547687662779215,12313527388.405846,10054788023.178268,9857869619.419634,11166569558.831116
CA,"(49,54]",5567323.1,2115.7697577556096,50to54,77815244.38,0.0687860371124076,0.059986854145728165,0.05212194607158103,0.0562234952429296,11324874045.89213,9876184122.94221,8581312415.5245695,9256587946.845697
CA,"(54,59]",4837015,1767.5669071448733,55to59,77815244.38,0.05916944766885965,0.060405180308946434,0.0502090496057678,0.04993099649452427,8138381850.412121,8308349029.188694,6905935987.857392,6867691547.810237
CA,"(59,64]",4304058.91,1623.2937281335328,60to64,77815244.38,0.049181273527031596,0.05630260040575894,0.049980618770093306,0.04404983094111007,6212430837.386017,7111975471.589025,6313401728.979237,5564242413.726488
CA,"(64,69]",3429098.13,1400.7800937174638,65to69,77815244.38,0.034991129532659565,0.04894847055384096,0.05002103514990517,0.04248165598040387,3814104686.9512215,5335483405.422626,5452395140.126364,4630587390.243428
CA,"(69,74]",2381302.09,726.6277349056079,70to74,77815244.38,0.026085229713590685,0.039108305982433075,0.04481615221696683,0.04064888976302641,1474929703.2741668,2211289790.105716,2534026911.667242,2298398579.383338
CA,"(74,79]",1659104.78,455.199958073305,75to79,77815244.38,0.02058763906845222,0.02616319501721572,0.03663606505890579,0.038252807688068255,729244974.4852244,926739507.1063781,1297704231.179206,1354971673.71755
CA,"(79,84]",1284278.72,467.7385979996772,80to84,77815244.38,0.016192615892926913,0.01688662337470358,0.025342767247766473,0.029672937653349295,589365770.8381603,614625695.3104886,922405598.5096407,1080011647.8238637
CA,"(84,1e+09]",1210124.36,430.69508066317246,85+,77815244.38,0.01613165592400442,0.017905724551123353,0.020648501327439235,0.02859828681115687,540646688.567025,600103965.1827047,692027149.5463855,958461371.6025692
CO,"(-1,4]",670578.1,0,00to04,10798730.11,0.06839264168666323,0.06438775886707315,0.06440948801274725,0.06422322507389433,0,0,0,0
CO,"(4,9]",674049.12,0,05to09,10798730.11,0.06931585088352095,0.06424559385765828,0.06511783103791524,0.06502764175412028,0,0,0,0
CO,"(9,14]",755873.96,0,10to14,10798730.11,0.06614456863482751,0.06612235141234261,0.06321124216335568,0.06414327593418416,0,0,0,0
CO,"(14,19]",640686.64,49.44142587007901,15to19,10798730.11,0.06750084904227237,0.06599442184118338,0.062111229014145244,0.06386118532738948,36039014.76774436,35234726.33408957,33161471.765810214,34095781.516142696
CO,"(19,24]",750627.88,419.40696853374266,20to24,10798730.11,0.0693182369507969,0.067122848845855565,0.068135992545263993,0.06607434944293902,313946638.5927025,304003588.30361384,308592179.6012607,299254868.8094098
CO,"(24,29]",882361.22,1178.660978690734,25to29,10798730.11,0.0740593526281338,0.07462741439376097,0.07408810609904669,0.07073293208793972,942630535.9369887,949860849.8349127,942996511.316665,900291716.256788
CO,"(29,34]",794708.54,1134.056585820419,30to34,10798730.11,0.07035299479280585,0.07268661754601567,0.07147093063453454,0.07359459454180693,861568875.1756709,890147285.1849195,875259532.24739,901266708.334611
CO,"(34,39]",728319.48,1440.172795377792,35to39,10798730.11,0.07031044325971786,0.07099130057423438,0.0726399809024366,0.07315366569038358,1093470638.197116,1104059356.5682328,1129699694.5761027,1137688539.5736187
CO,"(39,44]",716857.18,1551.7707860461267,40to44,10798730.11,0.06880602784222369,0.0634477639588078,0.06656413561188575,0.06639349763879783,1152993198.5632076,1063203945.9725479,1115425465.4073477,1112566058.6292362
CO,"(44,49]",721902.65,1732.8871154978858,45to49,10798730.11,0.07389550934185106,0.061015076087599214,0.06255680492975571,0.06493149788902342,1382805208.4560146,1141773915.0826554,1170624256.4897137,1215061838.987023
CO,"(49,54]",568522.35,1817.634483376511,50to54,10798730.11,0.07378177346836354,0.0585053729571296,0.054781975809416315,0.05830045458264482,1448199290.7847073,1148351898.3172677,1075268522.0964415,1144329730.9086072
CO,"(54,59]",781233.09,1560.4420303750574,55to59,10798730.11,0.06529154958367103,0.060938259981093125,0.05109298366045785,0.053138457121015226,1100214343.4816077,1026857964.3999969,860957257.607586,895425106.1249846
CO,"(59,64]",616990.23,1172.7225624811758,60to64,10798730.11,0.0535433496725918,0.059235540837862234,0.04769590849453405,0.04530366516672632,678068399.4135586,750153821.3416278,604016904.6057885,573721739.7680779
CO,"(64,69]",544010.11,1073.6247883066915,65to69,10798730.11,0.03628651577707451,0.052729212247260876,0.049263043048117315,0.042202035432368626,420698037.94594,611331114.5974712,571145096.457101,489281297.01941615
CO,"(69,74]",322529.9,836.9268296005113,70to74,10798730.11,0.025345601961029158,0.04114474188882783,0.045564650341363304,0.03748588394765578,229067136.93766758,371855765.70659655,411801779.86343634,338787933.4911845
CO,"(74,79]",172687.38,568.8144825455108,75to79,10798730.11,0.019269083964912087,0.02570467793085345,0.03738996506174585,0.035691595175459424,118359848.79342411,157890317.9164885,229666891.23147637,219234698.22727284
CO,"(79,84]",226086.07,518.2414693660693,80to84,10798730.11,0.014543875402748272,0.015738385429973457,0.02557459633890208,0.02893766164479326,81392613.6122812,88077509.51585606,143124386.07037118,161945275.78615794
CO,"(84,1e+09]",230706.21,320.6068850171393,85+,10798730.11,0.013841775106796395,0.015362661342468453,0.018331136294376507,0.026804381548857767,47922263.24334234,53187795.30022901,63465092.61065542,92800715.13578051
CT,"(-1,4]",364763.24,0,00to04,7149556.62,0.056547430022184625,0.056219081914860324,0.056028848450668196,0.05480349290794248,0,0,0,0
CT,"(4,9]",408970.25,0,05to09,7149556.62,0.0622733518424374,0.05949907910430662,0.0596060285902261,0.05942011201302579,0,0,0,0
CT,"(9,14]",465273.11,0,10to14,7149556.62,0.06722397293638085,0.058419329311987074,0.05900290836724161,0.06011472428993085,0,0,0,0
CT,"(14,19]",502314.34,27.96863176434501,15to19,7149556.62,0.0701810835016509,0.06222923026694362,0.06040159491293987,0.06185970461295477,14033642.204350442,12443563.260146573,12078103.233620955,12369671.684886321
CT,"(19,24]",431767.48,254.39152310044284,20to24,7149556.62,0.06376379824050663,0.062114289998569314,0.05483652071954225,0.056619527027501164,115972741.68089439,112972638.19707811,99735928.9686498,102978836.94581239
CT,"(24,29]",506408.71,1080.999363452773,25to29,7149556.62,0.05991583328600203,0.06594751202954759,0.059404418828956335,0.05894571248001212,463069472.87750393,509686304.24172074,459116921.2720602,455571733.0378045
CT,"(29,34]",458702.88,1756.810565721606,30to34,7149556.62,0.057701847487631144,0.06463083854336509,0.06395921318221955,0.05772460524050848,724759243.6252267,811790257.9738777,803354363.6318862,725045090.482479
CT,"(34,39]",371249.46,2719.074949427751,35to39,7149556.62,0.062225787380700635,0.061355054302334615,0.06860458353581203,0.06317612155844037,1209680526.2987597,1192753318.2578337,1333685473.682694,1228155194.0639834
CT,"(39,44]",429695.28,2824.018586671908,40to44,7149556.62,0.07331558153010397,0.056634766516845514,0.06444350630824362,0.06519615392995658,1480276839.8565636,1143483164.914228,1301145375.598961,1316341692.9402802
CT,"(44,49]",544016.91,2678.7552344375836,45to49,7149556.62,0.08149526999407122,0.058824218404894345,0.05892262480221846,0.06735415083094305,1560790257.249883,1126596267.2849317,1128480937.9683433,1289960784.3488698
CT,"(49,54]",591757.4,2905.1848834357115,50to54,7149556.62,0.07955156225474574,0.06779344387938067,0.05320108659946039,0.06188651724243305,1652348301.7938652,1408122966.9398448,1105028268.5172856,1285431470.7486548
CT,"(54,59]",589464.59,3428.4291561832238,55to59,7149556.62,0.06719375551363044,0.07236361944391193,0.05306278240580063,0.05433697175688923,1647036427.1713512,1773758830.9364688,1300661570.1319466,1331894178.8812973
CT,"(59,64]",435718.84,3140.977367169457,60to64,7149556.62,0.05688010146339061,0.06688292862134562,0.05790289000117498,0.0464528687229382,1277333432.195722,1501962875.8255792,1300301780.700153,1043173284.0595914
CT,"(64,69]",321589.94,1931.6535106351894,65to69,7149556.62,0.041767473014862215,0.0592711911913286,0.06389573944436026,0.047872111719095306,576828272.0134085,818562779.2925079,882429946.3746456,661136178.1626732
CT,"(69,74]",248330.73,940.7925419446074,70to74,7149556.62,0.029563551297012925,0.04722140874856998,0.05558156064689006,0.049165067860319905,198851823.4987479,317622979.17103183,373855447.0841623,330696515.38961464
CT,"(74,79]",191699.73,1086.5813557291915,75to79,7149556.62,0.024971901993706382,0.03312943867628997,0.047060486349266094,0.051835298410664254,193996091.65841967,257368526.58068746,365592914.2122589,402686399.4641302
CT,"(79,84]",131380.09,510.96774667455315,80to84,7149556.62,0.02167400604963995,0.02139990973094098,0.034216151267737714,0.04114943741422671,79179323.6245741,78177996.91677192,124998198.68143809,150326829.96064493
CT,"(84,1e+09]",156453.63999999998,732.3523920648953,85+,7149556.62,0.023753692191342317,0.02606465931457813,0.029869055587241792,0.042087421982217744,124374211.00044651,136474423.05527756,156394222.50936165,220369526.55255297
DC,"(-1,4]",77224.89,0,00to04,1333690.81,0.05419935751167896,0.05651002227925929,0.054464970057804825,0.053022115943074086,0,0,0,0
DC,"(4,9]",68285.1,0,05to09,1333690.81,0.04345354922447704,0.05447584281436982,0.05298032462598584,0.05125955089895519,0,0,0,0
DC,"(9,14]",58379.49,0,10to14,1333690.81,0.041615494172567775,0.044080980236350376,0.04655717876433261,0.04386057824749372,0,0,0,0
DC,"(14,19]",55540.3,25.272960551527444,15to19,1333690.81,0.06634115697754615,0.05192513855942234,0.06594174555065001,0.06268548683278613,2236115.949746035,1750205.0885967512,2222653.262284983,2112896.779473273
DC,"(19,24]",105917.61,477.0969025901358,20to24,1333690.81,0.1065440410288455,0.08397169598501177,0.09010174123395272,0.09301746569445388,67793947.14624922,53431169.53718271,57331715.82393662,59186990.58223798
DC,"(24,29]",173479.06,2108.94789544277,25to29,1333690.81,0.11574927333673468,0.10698716652435261,0.08482627192007135,0.10529531845061248,325566178.5416399,300921137.1634357,238589534.02333918,296162502.43371075
DC,"(29,34]",155004.43,3123.6919522405906,30to34,1333690.81,0.09156372616635894,0.10367574109300276,0.0827722918265932,0.08681227676256628,381458077.0829442,431917206.6636161,344832616.5599088,361663352.3724773
DC,"(34,39]",117430.16,4144.948348772751,35to39,1333690.81,0.07133681112405542,0.09215164801967883,0.0862820769506822,0.06686751631011484,394355564.64571434,509421638.2147648,476974182.59305173,369648947.51287514
DC,"(39,44]",79919.4,4205.230960218295,40to44,1333690.81,0.06270991801875614,0.0704828871847684,0.08084281883611111,0.063087771514738,351707188.4141401,395301714.08694214,453405161.64952075,353826371.3903399
DC,"(44,49]",78976.05,3734.2563094311504,45to49,1333690.81,0.06404774289831035,0.05919599363363113,0.07746148193591434,0.07089232054915995,318979748.6374382,294816371.58672124,385784774.27739704,353068095.23325604
DC,"(49,54]",75013.85,3669.835762508923,50to54,1333690.81,0.061762638290376135,0.055453617039724803,0.06313663091151646,0.0707839953995285,302292676.92364544,271413637.82461894,309017582.4492982,346447043.7948994
DC,"(54,59]",67342.96,3713.6747190491774,55to59,1333690.81,0.056959763878063494,0.05598033682809971,0.0524116780310584,0.0670374456547039,282115663.87448674,277264665.6679514,259589477.4803022,332029351.90906197
DC,"(59,64]",58109.96,3631.425711012363,60to64,1333690.81,0.04936324521416,0.05132857404389925,0.04668391941314054,0.05195349183593147,239076024.69433376,248594503.50975096,226099516.39165542,251621104.79642987
DC,"(64,69]",56780.46,1995.5264060648678,65to69,1333690.81,0.035710783865665764,0.037835170629648716,0.037222016955607604,0.03560683784887444,95041224.01536229,100695099.30105984,99063242.77532245,94764580.50329232
DC,"(69,74]",38522.28,3430.966814005038,70to74,1333690.81,0.025727785043948792,0.029022251922598254,0.030208105026943315,0.02807194736711028,117726457.13086157,132801439.80410148,138227724.4381537,128452989.7404132
DC,"(74,79]",29535.63,3267.0028470122356,75to79,1333690.81,0.019643590156932674,0.019526932746164755,0.020709385999010992,0.020816723593510358,85590494.59378141,85082198.22810243,90234350.04641029,90702038.37264353
DC,"(79,84]",20723.23,1281.0538528569145,80to84,1333690.81,0.016128683796364774,0.01274834464085412,0.014395255700716942,0.015309207360719893,27556336.105244167,21780926.090698298,24594722.63318198,26156236.234971587
DC,"(84,1e+09]",17505.95,538.8579061056383,85+,1333690.81,0.017142439295157408,0.014647655819163026,0.013002106259907512,0.013619949735666695,12319754.058643334,10526828.42392923,9344221.589961104,9788247.060142629
DE,"(-1,4]",113183.64,0,00to04,1888539,0.06223842732316629,0.05731731067742361,0.05664258827033375,0.05589429564218441,0,0,0,0
DE,"(4,9]",115282.82,0,05to09,1888539,0.0629066278813365,0.05850889602552636,0.05830056932131155,0.058176314850723436,0,0,0,0
DE,"(9,14]",116908.27,0,10to14,1888539,0.06330977555143251,0.06020317331775372,0.0570672595894446,0.058256696652329326,0,0,0,0
DE,"(14,19]",96649.61,46.33082005980158,15to19,1888539,0.07192399441384334,0.0637565702453134,0.06103667735514869,0.0628265668221981,6293174.058734534,5578544.367725865,5340560.374784192,5497171.336867654
DE,"(19,24]",133812.31,420.09183290827275,20to24,1888539,0.07001294081747657,0.06403557168423928,0.062677308713388,0.06137330720631402,55545453.42650778,50803248.98649089,49725657.73396723,48691115.346037805
DE,"(24,29]",120912.87,1123.3933371306132,25to29,1888539,0.06415059458713002,0.0666537900031494,0.06081580166185585,0.060142839119689186,136100113.56763422,141410823.1969814,129025109.83968104,127597371.26601517
DE,"(29,34]",126100.66,1384.6936843892013,30to34,1888539,0.0599309080622852,0.06362537612403212,0.05989820018994026,0.06056258085198126,156722202.8260267,166383414.23810187,156636670.16901565,158374057.50781363
DE,"(34,39]",110806.57,1846.3878810251954,35to39,1888539,0.06161811447166496,0.06026225654498614,0.06444808126002666,0.060743964253843576,214860856.9018137,210133013.49957374,224728881.8221588,211812716.48933193
DE,"(39,44]",120219.57,1697.3358065298353,40to44,1888539,0.06766421585550832,0.05463254546341038,0.05969959428893675,0.058057234149621995,216896619.943852,175123797.71379408,191366146.042991,186101585.47070017
DE,"(44,49]",120160.21,2225.593150494161,45to49,1888539,0.07523492817957668,0.05579706077149126,0.05616797241786355,0.06205187387222435,316221390.91703045,234521712.09798214,236080698.05784392,260811438.7781068
DE,"(49,54]",145871.25,2109.4055932750284,50to54,1888539,0.07349983406352806,0.06164137082603178,0.051227729801467815,0.05782645994995683,292800901.5940264,245560404.09225747,204075637.22552654,230362963.74089372
DE,"(54,59]",127490.94,1643.7134076091208,55to59,1888539,0.06438780578528043,0.06851291605365412,0.0523003629945925,0.054385569409228424,199873713.26886028,212678950.17556414,162351669.38128895,168824602.32165337
DE,"(59,64]",131564.77,1221.7606081333931,60to64,1888539,0.05915022707682302,0.06775920033307295,0.0584917534866084,0.0502144852433879,136479836.1978802,156343686.56516486,134960512.06043604,115862018.78612544
DE,"(64,69]",109796.86,967.4747041491896,65to69,1888539,0.04656132856089646,0.06572276006085577,0.07000378129764517,0.05460025827602549,85072841.78335994,120082955.9858947,127904868.58171467,99760880.4820039
DE,"(69,74]",80848.25,705.23399469166,70to74,1888539,0.034127229840945995,0.054822564259399534,0.06286487839924718,0.055446660716936755,45452757.28352733,73016084.76740034,83727336.58303384,73847295.06305446
DE,"(74,79]",56350.38,201.60764169203472,75to79,1888539,0.026599950553158697,0.03593153161254195,0.050769517771844123,0.055252214745444915,10127768.754706427,13680711.26474464,19330183.89465154,21036943.396152195
DE,"(79,84]",35993.43,761.0041956095876,80to84,1888539,0.01914951432956097,0.02039386187868216,0.03279402023658911,0.03842238698680729,27521415.865454808,29309774.869821727,47131110.13150178,55220120.605095565
DE,"(84,1e+09]",26586.59,214.73291281920694,85+,1888539,0.017533582646386037,0.020423244118436112,0.024793902943756045,0.03576629125110278,7110419.728052877,8282268.422791495,10054708.166733319,14504357.041003508
FL,"(-1,4]",2239109.31,0,00to04,39816396.39,0.05709740438299246,0.05449050563528461,0.05448531155674562,0.05349392894350558,0,0,0,0
FL,"(4,9]",2134523.11,0,05to09,39816396.39,0.05745636873175326,0.05617719614508518,0.05631414764684106,0.0558355571833204,0,0,0,0
FL,"(9,14]",2370406.5,0,10to14,39816396.39,0.060147245058987914,0.05805234643478981,0.0562413027691026,0.05734951312484673,0,0,0,0
FL,"(14,19]",2642902.41,0,15to19,39816396.39,0.06533491549259067,0.05833228429308521,0.05789779043864081,0.05918821030098515,0,0,0,0
FL,"(19,24]",2495371,0,20to24,39816396.39,0.06535491409907075,0.06022993493901167,0.059012981115891164,0.05830407509959705,0,0,0,0
FL,"(24,29]",2635180.48,0,25to29,39816396.39,0.0627204700098025,0.06556773333315975,0.05942715538614864,0.0601525040446763,0,0,0,0
FL,"(29,34]",2365768.18,0,30to34,39816396.39,0.059055353057845435,0.06663684656971677,0.06234185269197703,0.062291763654566415,0,0,0,0
FL,"(34,39]",2234205.07,0,35to39,39816396.39,0.06268004729457681,0.062273823368129755,0.06608722535530465,0.06108408219479021,0,0,0,0
FL,"(39,44]",2294835.41,0,40to44,39816396.39,0.06663296334138419,0.05663020878244689,0.06486858897855603,0.061889287282258905,0,0,0,0
FL,"(44,49]",2930849.42,0,45to49,39816396.39,0.07452682818378081,0.05863585404479096,0.05913853910330247,0.06400270693736346,0,0,0,0
FL,"(49,54]",2969003.56,0,50to54,39816396.39,0.07128710712179098,0.06240864328335778,0.0538437002836526,0.06289801634695875,0,0,0,0
FL,"(54,59]",2779919.35,0,55to59,39816396.39,0.0639539478898013,0.070994787987296,0.05670328311198071,0.05832185173250335,0,0,0,0
FL,"(59,64]",2442286.92,0,60to64,39816396.39,0.06038143086838098,0.07113717459793113,0.06322101792756701,0.0556246643384926,0,0,0,0
FL,"(64,69]",2231484.24,0,65to69,39816396.39,0.05101947683432697,0.06111743583776449,0.06791428173093007,0.05542220463073833,0,0,0,0
FL,"(69,74]",1846852.42,0,70to74,39816396.39,0.04088582125394454,0.05325749859235907,0.06280740570802071,0.05703174687247333,0,0,0,0
FL,"(74,79]",1323693.91,0,75to79,39816396.39,0.03273782518345796,0.038033011369171754,0.04560649706857119,0.05178019122756477,0,0,0,0
FL,"(79,84]",989599.5,0,80to84,39816396.39,0.02563773481741432,0.02417310465696028,0.031519357057279936,0.03797942518688325,0,0,0,0
FL,"(84,1e+09]",890405.6,0,85+,39816396.39,0.02309014637809812,0.021851610129658906,0.02256956206948762,0.027350270898475394,0,0,0,0
GA,"(-1,4]",1322425.8,0,00to04,20069988.56,0.07089281583475378,0.0654880223053429,0.06551984614113823,0.06519064776565761,0,0,0,0
GA,"(4,9]",1407442.26,0,05to09,20069988.56,0.07175742153440054,0.06579613392605227,0.06573783068300414,0.06603820231039165,0,0,0,0
GA,"(9,14]",1416409.06,0,10to14,20069988.56,0.07119206272148683,0.0694067293461346,0.06540413365802406,0.0666939932199695,0,0,0,0
GA,"(14,19]",1287726.78,47.69161407971961,15to19,20069988.56,0.07328906186049397,0.07025801558401648,0.06571634478484399,0.06692046068613196,70150102.26019299,67248875.24414778,62901723.52864982,64054267.32528433
GA,"(19,24]",1369152.65,482.72876737051195,20to24,20069988.56,0.07020069773349644,0.06978209985003575,0.06939976603983311,0.06665491118767272,680129690.7712599,676074163.4299729,672369975.5158912,645776831.2582798
GA,"(24,29]",1455108.93,1025.5212400555056,25to29,20069988.56,0.06956638517089743,0.07282903989553766,0.07122054136270385,0.06789742763247074,1431829221.9735618,1498981832.5982733,1465875394.8100336,1397478404.867255
GA,"(29,34]",1426516.94,1472.4916018789584,30to34,20069988.56,0.06829569556217589,0.06844072380412215,0.0694002713155722,0.07034701448010304,2018335151.405157,2022621155.0289161,2050978556.7049828,2078957552.9300892
GA,"(34,39]",1311799.74,1609.6148849316817,35to39,20069988.56,0.07205656519695741,0.06487659870615925,0.06928467592305801,0.0690571109994757,2327783903.5051417,2095835428.3134325,2238238152.6572504,2230886678.649721
GA,"(39,44]",1362674.01,1841.0078347928936,40to44,20069988.56,0.0722033499754791,0.061199034343228785,0.06256188131971657,0.06465869045437204,2667842024.6891127,2261243498.3516107,2311599339.712564,2389074353.393863
GA,"(44,49]",1291636.14,2036.3424244871162,45to49,20069988.56,0.07459608637922932,0.06246620705180562,0.057372479882192205,0.06244868090095903,3048694992.399908,2552954476.2563066,2344777060.142212,2552238193.5273385
GA,"(49,54]",1482593.26,2035.4611095349237,50to54,20069988.56,0.06901475517341507,0.06129803391993406,0.05300022778429557,0.05522217356999222,2819368775.245815,2504127738.822914,2165148408.0540347,2255918628.896538
